날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20091111.0 32250.0 36550.0 31550.0 35650.0 7755136.0 265805000000.0 50000000.0 1782500000000.0 1342631.0 98638.0
20091112.0 36000.0 38000.0 35700.0 37050.0 2210381.0 81269000000.0 50000000.0 1852500000000.0 1337591.0 110846.0
20091113.0 37600.0 38300.0 35750.0 35750.0 1189162.0 43493000000.0 50000000.0 1787500000000.0 1250450.0 -100497.0
20091116.0 35750.0 38150.0 35750.0 37900.0 978617.0 36490000000.0 50000000.0 1895000000000.0 1239568.0 73718.0
20091117.0 38400.0 38800.0 37200.0 38400.0 745654.0 28566000000.0 50000000.0 1920000000000.0 1243838.0 60559.0
20091118.0 38500.0 38700.0 37800.0 38100.0 463238.0 17632000000.0 50000000.0 1905000000000.0 1243858.0 -110161.0
20091119.0 38400.0 40150.0 38250.0 39850.0 995245.0 39384000000.0 50000000.0 1992500000000.0 1244918.0 -101484.0
20091120.0 39850.0 42500.0 39350.0 41000.0 1043494.0 43021000000.0 50000000.0 2050000000000.0 1251988.0 -277522.0
20091123.0 41050.0 42150.0 40350.0 41650.0 469349.0 19440000000.0 50000000.0 2082500000000.0 1249948.0 -63664.0
20091124.0 42200.0 42300.0 41150.0 41500.0 444040.0 18591000000.0 50000000.0 2075000000000.0 1251648.0 -25592.0
20091125.0 41450.0 45650.0 41450.0 45000.0 939520.0 41346000000.0 50000000.0 2250000000000.0 1213518.0 88548.0
20091126.0 45500.0 47850.0 45200.0 47600.0 1079445.0 50658000000.0 50000000.0 2380000000000.0 1101328.0 -137841.0
20091127.0 47050.0 51100.0 45600.0 47200.0 1927043.0 93498000000.0 50000000.0 2360000000000.0 1358688.0 -272722.0
20091130.0 49000.0 50500.0 47400.0 47800.0 1008738.0 49384000000.0 50000000.0 2390000000000.0 1311728.0 -222417.0
20091201.0 48050.0 48650.0 44100.0 44300.0 1399505.0 63623000000.0 50000000.0 2215000000000.0 1318768.0 -178861.0
20091202.0 45100.0 46200.0 44000.0 45050.0 694884.0 31437000000.0 50000000.0 2252500000000.0 1314138.0 44682.0
20091203.0 45450.0 47800.0 45100.0 47650.0 674154.0 31367000000.0 50000000.0 2382500000000.0 1314468.0 45447.0
20091204.0 47800.0 48700.0 47350.0 47600.0 425687.0 20425000000.0 50000000.0 2380000000000.0 1313988.0 -15420.0
20091207.0 47550.0 47850.0 45200.0 46050.0 883973.0 40632000000.0 50000000.0 2302500000000.0 1157458.0 -2629.0
20091208.0 45600.0 45950.0 44650.0 44950.0 427591.0 19271000000.0 50000000.0 2247500000000.0 1166928.0 3217.0
20091209.0 44950.0 45900.0 44950.0 45350.0 315544.0 14363000000.0 50000000.0 2267500000000.0 1158188.0 -9178.0
20091210.0 45350.0 46600.0 44400.0 46300.0 447482.0 20406000000.0 50000000.0 2315000000000.0 1181298.0 23773.0
20091211.0 47000.0 47650.0 46250.0 46700.0 604893.0 28484000000.0 50000000.0 2335000000000.0 1247228.0 67519.0
20091214.0 47400.0 49450.0 47250.0 49100.0 766945.0 37151000000.0 50000000.0 2455000000000.0 1301698.0 64673.0
