date,time,open,high,low,close,vol
20190315,0,46500,47700,46400,46750,561670
20190314,0,47400,47400,46450,46600,270305
20190313,0,46400,46950,46050,46600,202598
20190312,0,46400,46800,46150,46400,172000
20190311,0,45700,46300,45400,46000,256970
20190308,0,46800,46800,46050,46050,246020
20190307,0,47850,47850,46750,47100,294266
20190306,0,47650,48100,47300,47600,271001
20190305,0,49650,49650,46900,47400,621315
20190304,0,49850,50600,49400,49650,403917
20190228,0,51200,51500,49850,49850,444527
20190227,0,51500,51500,50300,51000,287810
20190226,0,50900,51500,50600,51300,160938
20190225,0,51400,51700,50800,50900,226514
20190222,0,50800,51200,50300,51200,181766
20190221,0,50500,50900,50200,50800,225423
20190220,0,50000,51100,50000,50900,340110
20190219,0,49700,50200,49450,50000,181257
20190218,0,49450,50300,49450,49900,209191
20190215,0,50000,50200,49150,49300,276319
20190214,0,50000,50500,49450,50500,357535
20190213,0,50600,50700,50100,50600,251288
20190212,0,49500,50500,48600,50100,250213
20190211,0,49800,50200,48950,49400,297381
20190208,0,50800,51000,49700,49800,358916
20190207,0,51500,51700,51000,51300,264327
20190201,0,51200,51600,50800,51000,246492
20190131,0,52000,52200,50500,51200,341607
20190130,0,51200,51500,50400,51300,484869
20190129,0,50100,50600,49200,50500,449685
20190128,0,50200,50900,50000,50300,577215
20190125,0,50600,52000,50500,50900,482587
20190124,0,50900,51500,50700,50900,286869
20190123,0,50700,51600,50200,51400,254577
20190122,0,51800,51900,50700,51200,287613
20190121,0,51500,52200,51000,51700,463689
20190118,0,51000,51500,49850,50400,326296
20190117,0,51400,51700,50200,50900,336943
20190116,0,50600,51600,50400,51500,305473
20190115,0,49300,51200,49050,50900,456718
20190114,0,48600,49800,48600,49250,271345
20190111,0,48600,49350,48200,48950,240287
20190110,0,48600,49300,47900,48900,336973
20190109,0,46100,49300,46050,49300,742736
20190108,0,46500,46750,45500,45700,198981
20190107,0,46000,47300,45800,46300,401647
20190104,0,44050,45350,43800,45050,238765
20190103,0,44000,45000,43750,44350,154048
20190102,0,45250,45750,43750,44000,265680
20181228,0,45650,46150,45000,45250,168719
20181227,0,46450,46800,45450,45500,268524
20181226,0,46000,46450,45400,46450,208963
20181224,0,46000,47000,45650,46800,182230
20181221,0,48200,48250,46100,46350,538635
20181220,0,47550,48250,46900,48150,363961
20181219,0,47300,48150,46700,47950,324050
20181218,0,46350,47800,45950,47100,435070
20181217,0,45850,46800,45700,46750,281284
20181214,0,45700,46800,45300,45850,450963
20181213,0,44700,45700,44700,45400,492750
20181212,0,43600,45050,43600,44850,316653
20181211,0,44050,44550,43450,43800,234268
20181210,0,44000,44450,43800,44400,264672
20181207,0,44600,45050,44200,44750,233333
20181206,0,45150,45400,43750,44300,343218
20181205,0,45450,46000,45000,45150,306528
20181204,0,46150,47650,45450,46200,612419
20181203,0,43700,46400,43700,45950,849900
20181130,0,43000,43650,42950,43100,429761
20181129,0,43000,43550,42800,43000,379751
20181128,0,43800,43850,42150,42500,506369
20181127,0,43150,43750,43050,43550,192470
20181126,0,43300,43600,42800,43200,219404
20181123,0,43000,43500,42250,42700,202447
20181122,0,44400,44600,42600,42900,377053
20181121,0,43300,44200,43000,44200,243671
20181120,0,43900,44350,43400,43600,270208
20181119,0,43550,44750,43550,44100,325512
20181116,0,43700,44150,43250,43500,267091
20181115,0,43050,43850,43000,43550,288107
20181114,0,44700,45200,42750,43300,479447
20181113,0,43100,45100,42650,45000,550325
20181112,0,43700,44300,43200,43450,368403
20181109,0,43800,44850,43750,43900,383982
20181108,0,43900,44350,43600,43600,434916
20181107,0,44000,45150,42800,43100,461922
20181106,0,42600,43950,42500,43900,427919
20181105,0,43000,43100,41900,42100,598825
20181102,0,41950,43700,41950,43550,491216
20181101,0,41850,42800,41450,41550,479039
20181031,0,41600,41800,40750,41750,488091
20181030,0,41200,42050,40500,41550,715145
20181029,0,43450,43900,41650,41850,559750
20181026,0,45400,45400,42800,43300,971790
20181025,0,45050,45800,44800,45800,488764
20181024,0,46700,47150,45900,46250,454614
20181023,0,47500,48300,46500,46700,685788
20181022,0,48050,48050,47300,47500,401037
20181019,0,47800,48450,47400,48400,428000
20181018,0,49800,50000,47700,48100,595580
20181017,0,50100,50400,49500,50000,298554
20181016,0,49950,50500,49100,49350,482344
20181015,0,50200,50800,49550,49600,317157
20181012,0,49900,50700,49700,50200,431011
20181011,0,50700,51600,49350,49950,653970
20181010,0,53300,54400,52300,52700,297450
20181008,0,53800,54100,53100,53600,189170
20181005,0,53800,54200,52800,53800,354824
20181004,0,56500,56800,53200,54100,406274
20181002,0,55600,56800,55500,55900,178736
20181001,0,56100,56400,55100,56100,179476
20180928,0,57500,57500,56000,56500,343156
20180927,0,57800,58200,56900,57300,335944
20180921,0,55900,57300,55200,57300,641344
20180920,0,55200,55800,53900,55300,352706
20180919,0,55000,55900,54300,54800,359862
20180918,0,53300,54600,53100,54600,284608
20180917,0,54400,54400,53100,53700,289601
20180914,0,54700,55000,53900,54300,210497
20180913,0,53900,55200,53300,54300,380280
20180912,0,54200,54800,53100,53800,338630
20180911,0,56700,57200,53500,53800,647652
20180910,0,54300,56300,54300,56200,833002
20180907,0,53300,54500,52600,54300,496167
20180906,0,52800,53500,52200,52900,384438
20180905,0,52200,52700,51900,52300,267573
20180904,0,52100,52400,51500,52300,212549
20180903,0,53300,53400,51600,51800,443135
20180831,0,53800,54000,52400,53300,406575
20180830,0,53500,55500,52700,53500,642052
20180829,0,52500,53400,52100,53200,268968
20180828,0,52200,53000,51700,52600,247042
20180827,0,52100,52200,51300,52100,398121
20180824,0,52700,52900,52100,52800,172851
20180823,0,54000,54000,52600,52800,244707
20180822,0,54400,54900,53400,53800,315282
20180821,0,54900,55000,53900,53900,242450
20180820,0,54000,54800,53600,54200,344540
20180817,0,53000,53500,52500,53300,178539
20180816,0,53600,54300,52800,52900,304650
20180814,0,53100,53700,52500,53500,214540
20180813,0,55100,55300,52500,52900,275035
20180810,0,55200,55400,54200,54400,276525
20180809,0,53900,54900,53800,54900,297603
20180808,0,54500,55100,54100,54300,206908
20180807,0,54300,55000,53900,54900,267939
20180806,0,53300,54800,53000,54500,358829
20180803,0,52700,53500,52200,53300,285442
20180802,0,54700,54700,52000,52400,583332
20180801,0,54200,55000,54000,54500,418540
20180731,0,54000,54100,52700,53700,385242
20180730,0,51500,54100,51500,53800,630285
20180727,0,52000,52500,51000,51300,290215
20180726,0,50900,52200,50300,51700,612319
20180725,0,50300,50500,49600,50200,489831
20180724,0,48700,50900,47850,49800,737868
20180723,0,48300,49050,47950,48700,327152
20180720,0,47550,48300,47550,48300,339330
20180719,0,47750,47950,46700,47400,479165
20180718,0,49200,49350,47850,48000,352359
20180717,0,48650,49400,48450,48950,296714
