날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20161227 10010 10080 10010 10080 205312 2061000000 1500000 15120000000 0 -302
20161228 10090 10105 10065 10095 189831 1915000000 1500000 15142000000 0 -269
20161229 10110 10140 10095 10115 100457 1015000000 1500000 15172000000 0 -144
20170102 10105 10135 10095 10105 319 3000000 1500000 15157000000 0 155
20170103 10155 10175 10005 10025 263163 2659000000 1500000 15037000000 0 -1593
20170104 10090 10120 10065 10075 127930 1289000000 1500000 15112000000 0 1456
20170105 9900 9900 9765 9765 59601 584000000 1500000 14647000000 0 -2481
20170106 9745 9830 9740 9825 80173 787000000 1500000 14737000000 0 -797
20170109 10010 10115 10010 10115 103171 1042000000 1500000 15172000000 0 935
20170110 9990 10030 9885 9885 99533 997000000 1500000 14827000000 0 -1130
20170111 9980 9980 9860 9860 126681 1258000000 1500000 14790000000 0 715
20170112 9700 9720 9655 9720 85173 826000000 1500000 14580000000 0 -1436
20170113 9675 9695 9550 9550 325400 3138000000 1500000 14325000000 0 197867
20170116 9625 9685 9610 9660 395432 3812000000 1500000 14490000000 0 225
20170117 9720 9755 9540 9555 385651 3749000000 1500000 14332000000 0 -5419
20170118 9375 9435 9370 9420 441034 4146000000 1700000 16014000000 0 -2026
20170119 9530 9620 9530 9575 418998 4015000000 1700000 16277000000 0 4592
20170120 9585 9585 9470 9505 350236 3345000000 1700000 16158000000 0 -516
20170123 9465 9465 9385 9405 401960 3788000000 1700000 15988000000 0 -2183
20170124 9350 9390 9345 9365 323698 3033000000 1700000 15920000000 0 -1379
20170125 9420 9440 9385 9405 291704 2750000000 1700000 15988000000 0 -758
20170126 9305 9305 9250 9250 279354 2593000000 1700000 15725000000 0 -4801
20170131 9445 9460 9350 9350 257438 2421000000 1700000 15895000000 0 274
20170201 9225 9290 9205 9290 253251 2340000000 1700000 15793000000 0 -2378
20170202 9200 9220 9080 9100 219230 2015000000 1700000 15470000000 0 -3996
20170203 8970 9135 8970 9105 282225 2568000000 1700000 15478000000 0 -6135
20170206 8970 8980 8935 8945 520508 4663000000 1700000 15206000000 0 -6459
20170207 8940 9075 8940 9060 504133 4550000000 1700000 15402000000 0 -3580
20170208 9025 9110 9025 9110 496727 4509000000 1700000 15487000000 0 -2447
20170209 9100 9120 9040 9070 605149 5505000000 1700000 15419000000 0 -13429
20170210 9205 9210 9135 9155 545123 5008000000 1700000 15563000000 0 -1063
20170213 9155 9215 9140 9190 616446 5650000000 1700000 15623000000 0 -3379
