날짜 시간 시가 고가 저가 종가 거래량
20200803 1107 9045 9045 9045 9045 1
20200803 1218 9040 9040 9040 9040 1035
20200805 953 9375 9375 9375 9375 2
20200806 1040 9625 9625 9625 9625 24
20200806 1050 9625 9625 9625 9625 2
20200806 1340 9625 9630 9625 9630 22
20200810 904 9810 9810 9810 9810 1
20200810 1402 9810 9810 9810 9810 11
20200811 928 10085 10085 10085 10085 1
20200811 1227 10085 10085 10085 10085 128
20200812 909 10100 10100 10100 10100 1
20200813 1006 10160 10160 10160 10160 1
20200813 1315 10160 10160 10160 10160 11
20200813 1316 10165 10165 10160 10160 12
20200821 1005 9890 9890 9890 9890 1
20200821 1010 9885 9890 9885 9890 31
20200821 1015 9885 9885 9885 9885 11
20200821 1404 9885 9885 9885 9885 120
20200825 906 10065 10065 10065 10065 41
20200825 923 10065 10065 10065 10065 1
20200828 944 10000 10000 10000 10000 1
20200831 950 10090 10090 10090 10090 1
