date,time,open,high,low,close,vol
20190315,0,131000,132000,129500,130500,907507
20190314,0,132500,133500,129000,131000,554454
20190313,0,129500,132000,128000,130500,268047
20190312,0,135000,135500,129500,130500,367651
20190311,0,131500,133500,131000,133500,151479
20190308,0,135500,136000,131500,133000,304114
20190307,0,139500,139500,136500,138500,254573
20190306,0,136500,139000,134500,137500,403724
20190305,0,140000,140000,135000,135500,387063
20190304,0,135000,139500,134000,138000,743644
20190228,0,130500,136000,130000,133000,584183
20190227,0,132000,134000,129000,129500,322664
20190226,0,126500,134000,126000,131500,591643
20190225,0,127000,128500,125500,126000,338113
20190222,0,129500,129500,125000,127000,301395
20190221,0,126500,130000,126500,129000,347083
20190220,0,126500,128000,125500,127000,231753
20190219,0,127000,128000,125500,126500,218351
20190218,0,129500,131000,125500,127000,533191
20190215,0,128500,131000,127500,127500,420100
20190214,0,125000,130500,125000,127500,700427
20190213,0,123500,126500,123500,125000,373571
20190212,0,123500,124000,121500,123500,1160217
20190211,0,127000,128500,125000,125500,801465
20190208,0,126500,129000,124500,126000,704393
20190207,0,132000,134000,128500,129000,737938
20190201,0,138000,140000,133000,133500,530284
20190131,0,138000,143500,136000,136000,1054276
20190130,0,139000,139500,133000,136000,462280
20190129,0,130000,136500,130000,136000,411369
20190128,0,129500,132500,129500,132000,283360
20190125,0,127500,131000,127000,130000,281650
20190124,0,131000,132500,127500,129500,562335
20190123,0,130000,134500,130000,132500,259375
20190122,0,128500,130500,126500,130000,502285
20190121,0,138000,138000,131000,131000,457161
20190118,0,137000,138500,136500,137500,328761
20190117,0,131500,138000,131500,136000,407099
20190116,0,132500,135000,131000,132500,272719
20190115,0,127500,132500,127500,132500,335999
20190114,0,130000,130500,125000,127000,525411
20190111,0,133000,134500,130500,131000,322925
20190110,0,132000,134500,130000,131000,293112
20190109,0,131000,134500,129500,133000,381372
20190108,0,132000,134000,129000,130000,376127
20190107,0,128000,132500,127000,131500,502619
20190104,0,123500,126000,122500,125500,520785
20190103,0,120000,125000,119000,122000,525020
20190102,0,121000,122000,117000,118000,356120
20181228,0,122500,123000,120500,122000,322665
20181227,0,120500,123000,118500,122500,371637
20181226,0,121000,122000,117500,119000,275517
20181224,0,122000,124500,121000,123000,278884
20181221,0,127000,127000,121000,121500,507653
20181220,0,125500,128000,123500,127000,364624
20181219,0,123000,128500,122500,127500,385472
20181218,0,120500,124000,120000,122000,342972
20181217,0,124000,124000,120500,122000,294847
20181214,0,123500,124000,121500,123500,259268
20181213,0,125500,125500,123000,124000,972556
20181212,0,124000,126000,122500,124500,490812
20181211,0,120000,123500,117500,123000,506349
20181210,0,119000,121500,117500,119000,376421
20181207,0,121500,123500,119500,121000,565663
20181206,0,123000,124000,119500,120000,445309
20181205,0,124500,127000,123000,125000,308805
20181204,0,127500,127500,122500,123500,512742
20181203,0,130500,130500,125000,126000,486166
20181130,0,131000,131000,126000,126500,801837
20181129,0,133000,134000,129000,130500,559552
20181128,0,128500,130500,126500,129000,645902
20181127,0,124000,129500,122500,125000,637199
20181126,0,115000,124500,114500,124000,805023
20181123,0,110000,115500,109500,114000,691736
20181122,0,107000,111500,107000,109500,504744
20181121,0,105500,107000,104500,106500,525328
20181120,0,110000,112000,107000,108000,693868
20181119,0,113000,114000,110500,111500,697289
20181116,0,113500,114500,111500,112500,872059
20181115,0,116000,116500,111500,112500,576671
20181114,0,115500,116500,114000,115500,335405
20181113,0,115500,117500,114000,116000,435937
20181112,0,114500,116500,114500,115000,260849
20181109,0,115000,118000,115000,115000,295733
20181108,0,118000,120000,115500,116500,404191
20181107,0,117500,119000,113500,115500,385827
20181106,0,114000,117500,113500,117000,453810
20181105,0,115000,115500,111500,113500,442640
20181102,0,111500,118500,111500,116500,1320415
20181101,0,113500,116500,110500,111500,805655
20181031,0,110500,115000,108500,114500,1016429
20181030,0,108000,112000,104000,110500,939865
20181029,0,112500,113500,109000,109500,649910
20181026,0,119000,119000,110000,113000,1544405
20181025,0,120500,121000,114000,119000,1529110
20181024,0,127500,129000,124500,127000,679196
20181023,0,129000,130000,123500,125500,822259
20181022,0,127500,130000,125500,129000,324730
20181019,0,124500,127500,124000,127500,1114452
20181018,0,128000,128000,123500,125000,880738
20181017,0,132500,134500,129500,130000,5304519
20181016,0,137500,138500,130000,133500,575704
20181015,0,138500,139000,135000,136000,642772
20181012,0,138000,142000,132500,142000,654013
20181011,0,140800,140800,140800,140800,0
20181010,0,140800,140800,140800,140800,0
