Name,Code,Stock,capitalization
KODEX 종합채권(AA-이상)액티브,A273130,12322000,1331330490000
KODEX MSCI Korea TR,A278540,146500000,1330952500000
코오롱인더,A120110,26978840,1323312102000
현대로템,A064350,85000000,1321750000000
한국테크놀로지그룹,A000240,93020173,1316235447950
솔브레인,A036830,17398271,1306610152100
NHN,A181710,19565025,1303030665000
LG화학우,A051915,7688800,1284029600000
셀트리온제약,A068760,34089105,1278341437500
DGB금융지주,A139130,169145833,1263519372510
지누스,A013890,14206749,1258717961400
젬백스,A082270,38318140,1247255457000
메지온,A140410,8705952,1226668636800
GKL,A114090,61855670,1224742266000
HANARO 200,A293180,42050000,1221132000000
아시아나항공,A020560,221235294,1212369411120
금호타이어,A073240,287260287,1199311698225
KODEX 코스닥150 레버리지,A233740,153900000,1195803000000
한화시스템,A272210,110230389,1184976681750
KODEX 200TR,A278530,129450000,1182525750000
영진약품,A003520,182892731,1172342405710
롯데정밀화학,A004000,25800000,1171320000000
영풍,A000670,1842040,1158643160000
현대그린푸드,A005440,97704482,1152912887600
두산,A000150,16523835,1151711299500
두산인프라코어,A042670,208161279,1151131872870
한솔케미칼,A014680,11295195,1140814695000
HDC현대산업개발,A294870,43938220,1127015343000
롯데칠성,A005300,7993460,1123081130000
KODEX 삼성그룹,A102780,164100000,1119982500000
JB금융지주,A175330,196982894,1114923180040
이오테크닉스,A039030,12319550,1114919275000
태광산업,A003240,1113400,1106719600000
두산중공업,A034020,202146875,1105743406250
TIGER MSCI Korea TR,A310970,95700000,1093372500000
한국콜마,A161890,22881180,1085711991000
롯데리츠,A330590,171968884,1081684280360
현대상선,A011200,316552195,1066780897150
오리온홀딩스,A001800,62645422,1064972174000
현대오토에버,A307950,21000000,1047900000000
녹십자홀딩스,A005250,47028210,1036972030500
에코프로비엠,A247540,20555966,1026770501700
TRUE 코스피 양매도 5% OTM ETN,Q570019,98900000,1024604000000
코리안리,A003690,120369116,1015915339040
신라젠,A215600,71052125,1012492781250
