0,1,2,3,4,5,6
서희건설,A035890,207081188,232966336500.0,3.819999933242798,103540,500
IHQ,A003560,146235748,232514839320.0,0.0,73117,500
이크레더블,A092130,12043600,232441480000.0,17.010000228881836,6146,500
연우,A115960,12398000,231222700000.0,13.760000228881836,6199,500
CJ프레시웨이,A051500,11871586,229715189100.0,44.58000183105469,11871,1000
남양유업,A003920,720000,228960000000.0,9.640000343322754,3600,5000
국도화학,A007690,5810616,227776147200.0,6.570000171661377,29053,5000
아모그린텍,A125210,16496790,227655702000.0,126.5999984741211,8248,500
와이엔텍,A067900,18199659,227495737500.0,11.130000114440918,9099,500
키이스트,A054780,17071366,227049167800.0,0.0,8535,500
신세계푸드,A031440,3872480,226927328000.0,52.130001068115234,19362,5000
큐리언트,A115180,8625566,226852385800.0,0.0,4312,500
휴메딕스,A200670,9971194,226346103800.0,21.719999313354492,4985,500
나노엔텍,A039860,26631627,226102513230.0,39.119998931884766,13315,500
미래컴퍼니,A049950,8362306,225782262000.0,18.8799991607666,4181,500
하나 코스피 변동성추세 추종 양매도 ETN,Q700001,25000000,225500000000.0,0.0,0,0
경동제약,A011040,26550000,224613000000.0,11.15999984741211,13575,500
대한광통신,A010170,73741625,224543248125.0,0.0,36870,500
SBI핀테크솔루션즈,A950110,24656540,224127948600.0,26.1200008392334,0,0
한국주철관,A000970,22800500,222076870000.0,22.079999923706055,12000,500
셀리드,A299660,9648692,221919916000.0,0.0,4824,500
용평리조트,A070960,48133333,221894665130.0,0.0,240666,5000
와이엠씨,A155650,19974358,221715373800.0,0.0,9987,500
코오롱,A002020,12626426,221593776300.0,0.0,63132,5000
심텍,A222800,22752959,221158761480.0,0.0,11376,500
애경유화,A161000,32040000,221076000000.0,7.239999771118164,16020,500
선진,A136490,23779604,220912521160.0,10.329999923706055,11889,500
코스모화학,A005420,26110825,220897579500.0,0.0,26110,1000
해태제과식품,A101530,29116822,220414342540.0,0.0,14558,500
팜스코,A036580,36727943,220367658000.0,0.0,18363,500
쌍용차,A003620,149840002,219515602930.0,0.0,749200,5000
모다이노칩,A080420,79721622,219234460500.0,42.29999923706055,39860,500
JW신약,A067290,41667166,219169293160.0,150.27999877929688,20833,500
대한제분,A001130,1690000,218855000000.0,12.869999885559082,8450,5000
코윈테크,A282880,9251492,218797785800.0,0.0,4625,500
피엔티,A137400,20409984,218386828800.0,0.0,10204,500
KOSEF 국고채10년,A148070,1720000,218354000000.0,0.0,0,0
가비아,A079940,13535684,217247728200.0,20.309999465942383,6767,500
피앤이솔루션,A131390,14522950,217118102500.0,13.640000343322754,7261,500
웰크론,A065950,28231302,216816399360.0,0.0,14115,500
신한 인버스 2X 천연가스 선물 ETN(H),Q500032,20000000,216800000000.0,0.0,0,0
시노펙스,A025320,72561128,216594967080.0,34.70000076293945,36713,500
윈스,A136540,12139563,215477243250.0,14.699999809265137,6069,500
라온피플,A300120,10328456,215348307600.0,0.0,5164,500
효성ITX,A094280,11558200,214982520000.0,21.350000381469727,5779,500
TIGER 차이나CSI300레버리지(합성),A204480,11300000,214926000000.0,0.0,0,0
대신증권우,A003545,26000000,214240000000.0,0.0,130000,5000
상아프론테크,A089980,15450785,213220833000.0,16.969999313354492,7725,500
한스바이오메드,A042520,9902454,212902761000.0,21.520000457763672,4951,500
동성화인텍,A033500,26983609,212900675010.0,12.619999885559082,13821,500
레이언스,A228850,16591014,212364979200.0,14.460000038146973,8295,500
KTH,A036030,35715022,211432930240.0,148.0,35715,1000
녹십자웰빙,A234690,17752276,211252084400.0,0.0,8876,500
올리패스,A244460,15969001,210790813200.0,0.0,7984,500
LS전선아시아,A229640,30624879,210392918730.0,13.130000114440918,15312,500
앤디포스,A238090,50899268,210213976840.0,0.0,10179,200
메디아나,A041920,8650496,210207052800.0,31.149999618530273,4325,500
선데이토즈,A123420,9569842,210058031900.0,70.80000305175781,4784,500
아모텍,A052710,9743406,209483229000.0,581.0800170898438,4871,500
이엔플러스,A074610,37221917,209187173540.0,0.0,18610,500
모두투어,A080160,18900000,208845000000.0,116.30999755859375,9450,500
와이아이케이,A232140,63516419,208333854320.0,0.0,6351,100
풍산홀딩스,A005810,7835167,208023683850.0,8.65999984741211,45175,5000
다산네트웍스,A039560,32078288,207225740480.0,129.19000244140625,17267,500
넥스트사이언스,A003580,31722697,206831984440.0,0.0,15861,500
신세계 I&C,A035510,1720000,206400000000.0,19.360000610351562,8600,5000
TIGER 미국나스닥100,A133690,4100000,205451000000.0,0.0,0,0
조이시티,A067000,13967561,205323146700.0,0.0,6983,500
펌텍코리아,A251970,12400000,205220000000.0,9.960000038146973,6200,500
예스코홀딩스,A015360,6000000,205200000000.0,10.430000305175781,30000,5000
에이피티씨,A089970,23234595,204929127900.0,0.0,2323,100
코오롱글로벌,A003070,25210438,204708756560.0,4.239999771118164,126052,5000
비씨월드제약,A200780,8892384,204524832000.0,33.56999969482422,1778,200
코나아이,A052400,15559118,203046489900.0,0.0,7779,500
인피니트헬스케어,A071200,24396458,202734565980.0,27.969999313354492,12198,500
한세예스24홀딩스,A016450,40000000,202400000000.0,10.029999732971191,20000,500
KISCO홀딩스,A001940,18476380,202316361000.0,4.539999961853027,18476,1000
파세코,A037070,14000000,202300000000.0,23.40999984741211,7000,500
코리아나,A027050,40000000,202000000000.0,336.6600036621094,20000,500
크리스에프앤씨,A110790,11715480,200920482000.0,8.09000015258789,11715,1000
대화제약,A067080,18224974,200474714000.0,19.030000686645508,9112,500
진로발효,A018120,6621120,199295712000.0,15.359999656677246,3533,500
무림P&P,A009580,62368324,199266795180.0,19.719999313354492,155920,2500
코리아써키트,A007810,23620751,199122930930.0,337.20001220703125,11810,500
경보제약,A214390,23906860,198905075200.0,37.63999938964844,11953,500
멀티캠퍼스,A067280,5926779,198547096500.0,10.649999618530273,2963,500
미투온,A201490,31257770,198486839500.0,17.829999923706055,15628,500
프로스테믹스,A203690,45700634,198112248390.0,0.0,4570,100
아나패스,A123860,10127700,197490150000.0,0.0,5063,500
TIGER 차이나CSI300,A192090,22000000,197450000000.0,0.0,0,0
케이엠,A083550,10282028,196386734800.0,29.93000030517578,5141,500
세종텔레콤,A036630,600326126,196306643202.0,81.75,300163,500
휴비스,A079980,34500000,196305000000.0,0.0,172500,5000
에스에이엠티,A031330,99995067,195990331320.0,5.210000038146973,49997,500
강스템바이오텍,A217730,20979437,195738147210.0,0.0,10489,500
필옵틱스,A161580,18828825,194878338750.0,0.0,9414,500
HB테크놀러지,A078150,78990426,194711400090.0,61.619998931884766,39495,500
인크로스,A216050,8056777,193765486850.0,20.780000686645508,4028,500
한국철강,A104700,46050000,193410000000.0,10.140000343322754,46050,1000
미스터블루,A207760,24515004,192442781400.0,15.979999542236328,2451,100
캠시스,A050110,67351568,192288726640.0,98.44000244140625,33675,500
세방,A004360,19308690,191928378600.0,41.40999984741211,9654,500
녹십자엠에스,A142280,21117283,191744929640.0,0.0,10558,500
QV 코스피 양매도 5% OTM ETN,Q550056,20000000,191400000000.0,0.0,0,0
동성코퍼레이션,A102260,43993012,190489741960.0,34.90999984741211,43993,1000
KG케미칼,A001390,13013232,189993187200.0,1.9199999570846558,67374,5000
토니모리,A214420,17640000,189630000000.0,0.0,3528,200
비트컴퓨터,A032850,16623293,189505540200.0,26.690000534057617,8311,500
부국증권,A001270,10369886,189250419500.0,8.880000114440918,51849,5000
SV인베스트먼트,A289080,53234000,189246870000.0,0.0,26617,500
티케이케미칼,A104480,90895434,188608025550.0,0.0,45447,500
일진홀딩스,A015860,49347483,188260647645.0,14.960000038146973,49852,1000
KINDEX 중국본토CSI300,A168580,8000000,188200000000.0,0.0,0,0
현대상사,A011760,13228966,187851317200.0,11.479999542236328,66144,5000
무학,A033920,28500000,187815000000.0,7.920000076293945,5700,200
제이브이엠,A054950,6330908,187711422200.0,32.36000061035156,3165,500
동구바이오제약,A006620,9604000,186797800000.0,12.369999885559082,4802,500
게임빌,A063080,6595192,186643933600.0,13.75,3297,500
파인테크닉스,A106240,42843380,186368703000.0,621.4199829101562,21421,500
KPX홀딩스,A092230,4224646,186306888600.0,5.420000076293945,21123,5000
동아지질,A028100,11500000,186300000000.0,9.779999732971191,5750,500
한양이엔지,A045100,18000000,186300000000.0,6.300000190734863,9000,500
성신양회,A004980,24516073,185831833340.0,10.979999542236328,124830,5000
리메드,A302550,5965646,185829872900.0,0.0,2982,500
지어소프트,A051160,14574555,185825576250.0,0.0,7287,500
일신석재,A007110,77456610,185121297900.0,199.16000366210938,38728,500
야스,A255440,13058000,184770700000.0,11.319999694824219,6569,500
대한약품,A023910,6000000,184500000000.0,6.550000190734863,3000,500
ARIRANG 고배당주,A161510,22110000,184286850000.0,0.0,0,0
이수화학,A005950,15278000,184099900000.0,0.0,76390,5000
에이프로젠 H&G,A109960,178695217,184056073510.0,0.0,89347,500
세원셀론텍,A091090,60990792,183887237880.0,0.0,30495,500
종근당바이오,A063160,5485962,183779727000.0,0.0,13714,2500
KINDEX 베트남VN30(합성),A245710,15300000,183753000000.0,0.0,0,0
SKC 솔믹스,A057500,61494040,183559709400.0,497.5,30747,500
인탑스,A049070,17200000,183180000000.0,5.130000114440918,8600,500
AJ네트웍스,A095570,46822295,183075173450.0,3.9800000190734863,46822,1000
에프에스티,A036810,20233814,182306664140.0,9.970000267028809,10116,500
ARIRANG 단기유동성,A190160,1630000,182225850000.0,0.0,0,0
태광,A023160,26500000,182055000000.0,16.829999923706055,13250,500
동부건설,A005960,21877225,181362195250.0,2.950000047683716,109386,5000
피씨엘,A241820,9528497,181041443000.0,0.0,4764,500
한국금융지주우,A071055,5858251,180727043350.0,0.0,29291,5000
민앤지,A214180,12682476,180725283000.0,10.720000267028809,6341,500
샘표식품,A248170,4568286,179533639800.0,6.690000057220459,2284,500
대원강업,A000430,62000000,179490000000.0,11.220000267028809,31000,500
엠에스오토텍,A123040,34226660,179347698400.0,9.9399995803833,17113,500
유니셈,A036200,30664223,179079062320.0,8.130000114440918,15332,500
에어부산,A298690,52070000,178860450000.0,0.0,52070,1000
켐트로닉스,A089010,14572295,178510613750.0,11.039999961853027,7286,500
도이치모터스,A067990,28037345,178317514200.0,3.180000066757202,14018,500
S&T중공업,A003570,33252697,177901928950.0,10.670000076293945,85631,2500
캔서롭,A180400,22948864,177624207360.0,0.0,11474,500
KBSTAR 코스닥150,A270810,16780000,177616300000.0,0.0,0,0
세화아이엠씨,A145210,59402067,177612180330.0,0.0,29701,500
아세아,A002030,2191024,177472944000.0,3.680000066757202,10955,5000
성광벤드,A014620,28600000,177320000000.0,28.700000762939453,14300,500
JTC,A950170,35005517,177127916020.0,9.760000228881836,0,0
엘컴텍,A037950,84447519,176495314710.0,160.75999450683594,42223,500
유바이오로직스,A206650,26808493,175863714080.0,0.0,13404,500
KSS해운,A044450,23185880,175285252800.0,7.550000190734863,11592,500
바이오솔루션,A086820,8091426,175179372900.0,0.0,4045,500
한국화장품제조,A003350,4532000,174935200000.0,0.0,2266,500
티에스이,A131290,11061429,174770578200.0,10.800000190734863,5530,500
디지털대성,A068930,22599223,172658063720.0,11.539999961853027,11299,500
쇼박스,A086980,62600000,172463000000.0,52.97999954223633,31300,500
깨끗한나라,A004540,37240693,172424408590.0,0.0,37240,1000
대한제당,A001790,8969658,171768950700.0,12.489999771118164,22424,2500
APS홀딩스,A054620,20394221,171107514190.0,0.0,10197,500
에스제이그룹,A306040,3294600,170660280000.0,0.0,1647,500
제노레이,A122310,14553844,170279974800.0,12.3100004196167,7276,500
아이쓰리시스템,A214430,7106760,170206902000.0,958.0,3580,500
KODEX 골드선물(H),A132030,13800000,170085000000.0,0.0,0,0
피에스케이홀딩스,A031980,21562395,169911672600.0,8.640000343322754,10781,500
바른손이앤에이,A035620,73473503,169723791930.0,0.0,36736,500
KNN,A058400,132429720,169510041600.0,20.979999542236328,66214,500
와이엠티,A251370,7405200,168838560000.0,12.850000381469727,3702,500
유니퀘스트,A077500,27237225,168326050500.0,6.599999904632568,13618,500
화일약품,A061250,17301249,167995127790.0,43.93000030517578,8650,500
이수앱지스,A086890,26625292,167473086680.0,0.0,13312,500
오텍,A067170,15391605,166998914250.0,15.630000114440918,7695,500
신라교역,A004970,16000000,166400000000.0,16.1200008392334,8000,500
쎄트렉아이,A099320,7268487,166084927950.0,23.219999313354492,3634,500
CJ제일제당 우,A097955,1327433,165929125000.0,0.0,6637,5000
골프존뉴딘홀딩스,A121440,42836818,165778485660.0,0.0,21418,500
농우바이오,A054050,16030561,165114778300.0,23.6200008392334,8015,500
큐로,A015590,158618494,164963233760.0,20.389999389648438,79309,500
제넨바이오,A072520,91113903,164916164430.0,0.0,9111,100
아시아나IDT,A267850,11100000,164835000000.0,0.0,5550,500
하이록코리아,A013030,13613232,164720107200.0,12.770000457763672,6806,500
에이치엔티,A176440,85739345,164619542400.0,64.0,8573,100
노터스,A278650,7377020,164507546000.0,0.0,737,100
아이큐어,A175250,6446470,164384985000.0,0.0,3223,500
대성홀딩스,A016710,16089459,164112481800.0,12.180000305175781,16089,1000
TRUE 인버스 2X 천연가스 선물 ETN(H),Q570046,5000000,164025000000.0,0.0,0,0
우주일렉트로,A065680,9934220,163914630000.0,13.899999618530273,4967,500
SIMPAC,A009160,65429516,163573790000.0,17.239999771118164,32714,500
삼양통상,A002170,3000000,163500000000.0,3.690000057220459,15000,5000
ISC,A095340,14142508,163345967400.0,37.5,7071,500
중앙백신,A072020,9960000,163344000000.0,88.16999816894531,4980,500
포인트엔지니어링,A256630,56486562,163246164180.0,0.0,5648,100
보광산업,A225530,36110833,163220965160.0,25.81999969482422,18055,500
대한제강,A084010,24646734,162914911740.0,5.400000095367432,24646,1000
포스코엠텍,A009520,41642703,162822968730.0,15.390000343322754,20821,500
명문제약,A017180,24625781,162776412410.0,0.0,12312,500
TIGER 중국소비테마,A150460,25320000,162301200000.0,0.0,0,0
코스맥스비티아이,A044820,9603921,161345872800.0,400.0,4801,500
제로투세븐,A159580,20032636,161262719800.0,17.270000457763672,10016,500
넥스트BT,A065170,64261093,160331427035.0,0.0,32130,500
티웨이항공,A091810,46974812,160184108920.0,0.0,23487,500
한국패러랠,A168490,80020000,160040000000.0,0.0,400100,0
우리산업,A215360,9132163,159812852500.0,21.81999969482422,4566,500
남화토건,A091590,11740000,159664000000.0,32.06999969482422,5870,500
신성통상,A005390,143708390,159516312900.0,27.75,71854,500
어보브반도체,A102120,17459653,159406631890.0,11.90999984741211,8729,500
KBSTAR 단기통안채,A196230,1536000,159344640000.0,0.0,0,0
한국캐피탈,A023760,315609576,159067226304.0,4.619999885559082,157804,500
샘표,A007540,2875800,159031740000.0,13.180000305175781,2875,1000
사조산업,A007160,5000000,159000000000.0,0.0,25000,5000
우리손에프앤지,A073560,69237643,158554202470.0,37.540000915527344,34618,500
바이오리더스,A142760,19185525,158472436500.0,0.0,9592,500
신일전자,A002700,71047521,158435971830.0,36.54999923706055,35523,500
흥국화재,A000540,64242645,158036906700.0,4.159999847412109,321213,5000
금화피에스시,A036190,6000000,157800000000.0,5.699999809265137,3000,500
DB,A012030,201173933,157116841673.0,35.5,100586,500
신성이엔지,A011930,173730185,156878357055.0,75.25,86975,500
현대약품,A004310,32000000,156800000000.0,181.47999572753906,16000,500
인텔리안테크,A189300,7548006,156621124500.0,19.520000457763672,3774,500
에스엠코어,A007820,20033946,156465118260.0,34.099998474121094,10016,500
경남제약,A053950,17053462,156209711920.0,0.0,8526,500
신테카바이오,A226330,13173636,156107586600.0,0.0,6586,500
플레이디,A237820,12827140,155849751000.0,0.0,6413,500
엑세스바이오,A950130,33577659,155464561170.0,0.0,0,0
삼영전자,A005680,20000000,155000000000.0,18.100000381469727,10000,500
루트로닉,A085370,25600214,154881294700.0,0.0,12800,500
KMH,A122450,22667982,154822317060.0,10.229999542236328,11434,500
큐렉소,A060280,33357253,154777653920.0,0.0,16678,500
CSA 코스믹,A083660,37072045,154590427650.0,0.0,18536,500
KG ETS,A151860,36000000,154440000000.0,1.5700000524520874,20051,500
이수페타시스,A007660,41268398,153724782550.0,0.0,41268,1000
동국S&C,A100130,57143000,153428955000.0,16.06999969482422,28571,500
세운메디칼,A100700,43800000,153300000000.0,16.200000762939453,4380,100
노루페인트,A090350,20000000,153000000000.0,8.270000457763672,10000,500
대한뉴팜,A054670,14354920,152879898000.0,10.020000457763672,7177,500
지니뮤직,A043610,58115438,152553024750.0,20.829999923706055,29057,500
DI동일,A001530,2465609,152374636200.0,12.289999961853027,12328,5000
GST,A083450,9317745,151879243500.0,8.489999771118164,4658,500
KTB투자증권,A030210,60314092,151689941380.0,3.5399999618530273,301570,5000
덕산하이메탈,A077360,22718501,151532401670.0,7.25,4543,200
TIGER 글로벌4차산업혁신기술(합성 H),A275980,12600000,151389000000.0,0.0,0,0
초록뱀,A047820,86218595,151313634225.0,24.709999084472656,43109,500
YBM넷,A057030,16312697,151055574220.0,84.94999694824219,8156,500
유수홀딩스,A000700,26041812,150782091480.0,37.11000061035156,65104,2500
크린앤사이언스,A045520,6500000,150475000000.0,18.530000686645508,3650,500
인터파크,A108790,33155480,150360101800.0,90.69999694824219,16577,500
씨티씨바이오,A060590,19310522,149849650720.0,0.0,9655,500
엠케이전자,A033160,21807689,149818823430.0,21.200000762939453,10903,500
오성첨단소재,A052420,61966225,149028771125.0,9.069999694824219,31044,500
삼지전자,A037460,16318522,148988105860.0,10.75,8309,500
LS네트웍스,A000680,78803016,148937700240.0,0.0,394015,5000
서원,A021050,47474590,148595466700.0,48.150001525878906,23737,500
아주IB투자,A027360,118714050,148392562500.0,9.119999885559082,59357,500
하나마이크론,A067310,30369511,148203213680.0,0.0,15184,500
삼성전기우,A009155,2906984,147965485600.0,0.0,14534,5000
CJ씨푸드,A011150,35930773,147855130895.0,80.68000030517578,17965,500
양지사,A030960,15980000,147815000000.0,1.2000000476837158,7990,500
위지윅스튜디오,A299900,30018851,147692746920.0,23.8799991607666,15009,500
머큐리,A100590,14763600,147636000000.0,63.290000915527344,7381,500
S-Oil우,A010955,4021927,147604720900.0,0.0,10054,2500
대보마그네틱,A290670,6616973,147558497900.0,37.599998474121094,3308,500
디엔에프,A092070,10761828,147437043600.0,66.18000030517578,5380,500
HDC아이콘트롤스,A039570,16460000,147317000000.0,0.0,8230,500
알루코,A001780,74524102,147185101450.0,0.0,37262,500
갤럭시아컴즈,A094480,39229838,147111892500.0,16.65999984741211,19614,500
KBSTAR 코스닥150선물레버리지,A278240,17200000,147060000000.0,0.0,0,0
나노신소재,A121600,10848333,146994912150.0,25.559999465942383,5424,500
한신공영,A004960,11570702,146947915400.0,2.0399999618530273,57853,5000
동아타이어,A282690,13733015,146943260500.0,0.0,6866,500
TIGER 헬스케어,A143860,4260000,146884800000.0,0.0,0,0
부산산업,A011390,1056000,146784000000.0,37.72999954223633,5280,5000
마니커,A027740,158472594,146428676856.0,0.0,79236,500
테고사이언스,A191420,8085634,146349975400.0,170.75,4042,500
프로텍,A053610,11000000,146300000000.0,3.7899999618530273,5500,500
TIGER 경기방어,A139280,14140000,146278300000.0,0.0,0,0
로보스타,A090360,9750000,146250000000.0,0.0,4875,500
청담러닝,A096240,7674651,146202101550.0,18.3700008392334,3837,500
안국약품,A001540,13042420,146075104000.0,57.72999954223633,6521,500
옵티팜,A153710,14377758,145934243700.0,0.0,7188,500
SM C&C,A048550,94061026,145794590300.0,39.7400016784668,47030,500
와이지-원,A019210,30573819,145684247535.0,108.29000091552734,15286,500
셀루메드,A049180,24335499,145526284020.0,0.0,12167,500
엘오티베큠,A083310,13513433,145269404750.0,77.88999938964844,6756,500
유비쿼스,A264450,5123955,145264124250.0,13.039999961853027,2561,500
창해에탄올,A004650,9190885,145215983000.0,6.78000020980835,4595,500
STX엔진,A077970,23008904,145186184240.0,8.5600004196167,57522,2500
푸드나무,A290720,6806034,144968524200.0,32.5099983215332,3403,500
조아제약,A034940,28931050,144944560500.0,0.0,14465,500
아미노로직스,A074430,87826844,144914292600.0,0.0,8782,100
네오위즈홀딩스,A042420,8856866,144809759100.0,6.96999979019165,4653,500
덱스터,A206560,25348136,144737856560.0,0.0,12674,500
비디아이,A148140,8238338,144170915000.0,0.0,4119,500
미래에셋 코스피 양매도 5% OTM ETN,Q520026,15000000,144075000000.0,0.0,0,0
DB금융투자,A016610,42446389,143893258710.0,2.9600000381469727,212231,5000
드림시큐리티,A203650,50605754,143720341360.0,45.79999923706055,5060,100
삼성 레버리지 WTI원유 선물 ETN,Q530031,205000000,143500000000.0,0.0,0,0
사조대림,A003960,9164467,143423908550.0,1.4800000190734863,45822,5000
쎌바이오텍,A049960,9400000,143350000000.0,19.829999923706055,4700,500
리드코프,A012700,26446135,143073590350.0,3.5299999713897705,13777,500
LG우,A003555,3314677,142696844850.0,0.0,16573,5000
비츠로테크,A042370,22353873,141947093550.0,8.510000228881836,11176,500
이지웰,A090850,11171127,141873312900.0,28.09000015258789,5585,500
한국공항,A005430,3166355,141852704000.0,8.720000267028809,15831,5000
알에프텍,A061040,21996414,141656906160.0,0.0,10998,500
큐에스아이,A066310,8278230,141557733000.0,128.57000732421875,4139,500
한솔홀딩스,A004150,47183679,141551037000.0,5.590000152587891,235918,5000
삼광글라스,A005090,4854418,141506284700.0,0.0,24272,5000
라이온켐텍,A171120,18893576,141323948480.0,13.1899995803833,9446,500
지엔코,A065060,98008044,141131583360.0,0.0,49004,500
계룡건설,A013580,8930907,140661785250.0,1.9600000381469727,44654,5000
바이오톡스텍,A086040,14587623,140332933260.0,0.0,7293,500
신원,A009270,85042499,140320123350.0,97.05000305175781,42521,500
제이스텍,A090470,14597808,140284934880.0,89.80999755859375,7298,500
씨티케이코스메틱스,A260930,10122151,140191791350.0,18.100000381469727,5061,500
국제약품,A002720,18400520,140027957200.0,0.0,18400,1000
디에스케이,A109740,20354763,139226578920.0,22.350000381469727,10177,500
월덱스,A101160,16510993,138692341200.0,7.110000133514404,8255,500
SG세계물산,A004060,202424960,138661097600.0,14.270000457763672,101212,500
일신방직,A003200,2400000,137760000000.0,19.520000457763672,12000,5000
메디프론,A065650,36212510,137607538000.0,0.0,18106,500
탑엔지니어링,A065130,15976257,137395810200.0,3.799999952316284,8324,500
태경산업,A015890,29228750,137375125000.0,6.650000095367432,14614,500
아이디스홀딩스,A054800,10347756,136590379200.0,0.0,5173,500
멕아이씨에스,A058110,6164740,136548991000.0,0.0,3082,500
아남전자,A008700,77124820,136510931400.0,295.0,38562,500
백산,A035150,24200000,136246000000.0,19.959999084472656,14000,500
뉴파워프라즈마,A144960,41251685,136130560500.0,24.809999465942383,4125,100
모트렉스,A118990,36389543,136096890820.0,0.0,3638,100
나이스디앤비,A130580,15400000,135828000000.0,12.850000381469727,7700,500
HANARO 200TR,A332930,4600000,135723000000.0,0.0,0,0
이그잭스,A060230,74893516,135557263960.0,0.0,37446,500
코텍,A052330,15574552,135187111360.0,0.0,7787,500
NH투자증권우,A005945,18870968,135116130880.0,0.0,99354,5000
비즈니스온,A138580,9544940,134583654000.0,30.510000228881836,4772,500
GS글로벌,A001250,82533764,134530035320.0,0.0,206334,2500
부방,A014470,60052260,134517062400.0,0.0,30026,500
한창제지,A009460,59667486,134251843500.0,18.139999389648438,29833,500
에스코넥,A096630,65265724,134121062820.0,0.0,13053,200
대성산업,A128820,45235478,133897014880.0,0.0,226177,5000
미래에셋벤처투자,A100790,46000823,133862394930.0,9.380000114440918,46500,1000
크라운해태홀딩스,A005740,14847347,133774596470.0,0.0,7423,500
자이에스앤디,A317400,26782520,133644774800.0,0.0,26782,1000
엑셈,A205100,33882273,133157332890.0,28.270000457763672,3388,100
STX,A011810,19726902,133156588500.0,0.0,49317,2500
하이비젼시스템,A126700,14942112,132984796800.0,15.829999923706055,7471,500
나무기술,A242040,29137820,132722770100.0,37.63999938964844,2913,100
삼보판지,A023600,16170000,132594000000.0,4.599999904632568,8085,500
HANARO MSCI Korea TR,A332940,13000000,132340000000.0,0.0,0,0
천랩,A311690,3821948,132239400800.0,0.0,1910,500
삼익악기,A002450,90530915,132175135900.0,9.65999984741211,45265,500
엘아이에스,A138690,16026971,132062241040.0,0.0,8013,500
백광산업,A001340,44918407,131610932510.0,14.289999961853027,22459,500
효성중공업,A298040,9324548,131009899400.0,9.970000267028809,46622,5000
텔코웨어,A078000,9702706,130986531000.0,30.610000610351562,5026,500
BYC,A001460,624615,130856842500.0,6.329999923706055,3123,5000
TIGER 미국S&P500선물(H),A143850,3950000,130804250000.0,0.0,0,0
쌍방울,A102280,139359627,130579970499.0,0.0,69679,500
아이스크림에듀,A289010,12864037,130569975550.0,0.0,6432,500
메가스터디,A072870,11920959,130534501050.0,10.289999961853027,5960,500
알리코제약,A260660,9814575,130533847500.0,12.770000457763672,4907,500
삼화페인트,A000390,26438751,130475236185.0,34.5099983215332,13219,500
유화증권,A003460,56702415,130415554500.0,27.3799991607666,56702,1000
대성에너지,A117580,27500000,130350000000.0,10.0,27500,1000
로보티즈,A108490,11251000,129949050000.0,52.2599983215332,5625,500
이엠텍,A091120,16060936,129932972240.0,337.0799865722656,8030,500
디아이티,A110990,18900000,129843000000.0,9.850000381469727,1890,100
현대차3우B,A005389,2428735,129694449000.0,0.0,12391,5000
NPC,A004250,36720000,129621600000.0,10.289999961853027,18360,500
대명소노시즌,A007720,100800450,129528578250.0,2.0299999713897705,50400,500
케어랩스,A263700,6429675,129236467500.0,218.47000122070312,3214,500
디에이치피코리아,A131030,16564797,129205416600.0,8.850000381469727,8282,500
코오롱플라스틱,A138490,38000000,129200000000.0,23.770000457763672,38000,1000
신한 레버리지 WTI원유 선물 ETN(H),Q500019,293000000,128920000000.0,0.0,0,0
아모레G우,A002795,6443770,128875400000.0,0.0,3221,500
KCC건설,A021320,21400000,128828000000.0,4.559999942779541,107000,5000
비티원,A101140,41244464,128682727680.0,7.849999904632568,20622,500
이지케어텍,A099750,6386000,128677900000.0,0.0,3193,500
에스텍파마,A041910,11898263,128501240400.0,8.430000305175781,5949,500
사조동아원,A008040,141144600,128300441400.0,151.5,70572,500
노루홀딩스,A000320,13291151,128259607150.0,28.459999084472656,8407,500
에이치엘비파워,A043220,91115377,128017104685.0,127.72000122070312,45557,500
한국정보인증,A053300,31165000,127776500000.0,17.899999618530273,15582,500
아톤,A158430,4182148,127346406600.0,0.0,2091,500
진양홀딩스,A100250,55895292,127161789300.0,8.390000343322754,27947,500
대림산업우,A000215,3800000,127110000000.0,0.0,21000,5000
삼일제약,A000520,6500000,127075000000.0,88.86000061035156,6500,1000
평화정공,A043370,21000000,126630000000.0,4.0,10500,500
동일산업,A004890,2425215,126596223000.0,33.7400016784668,12126,5000
대유,A290380,9052400,126280980000.0,25.690000534057617,4526,500
핸즈코퍼레이션,A143210,21863268,126151056360.0,18.3700008392334,10931,500
자화전자,A033240,17900000,125837000000.0,0.0,8950,500
진성티이씨,A036890,22482268,125226232760.0,5.679999828338623,11241,500
제노포커스,A187420,21838263,124914864360.0,0.0,10919,500
이엠코리아,A095190,36332704,124621174720.0,0.0,18166,500
제일바이오,A052670,15000000,124500000000.0,61.02000045776367,7500,500
유니크,A011320,19320695,124425275800.0,29.809999465942383,9660,500
한국ANKOR유전,A152550,70020000,124285500000.0,0.0,350100,0
휴마시스,A205470,32696545,124246871000.0,0.0,3269,100
DRB동일,A004840,19930000,124163900000.0,14.0,9965,500
디씨엠,A024090,11700000,124020000000.0,5.28000020980835,6000,500
이노메트리,A302430,9650216,124005275600.0,26.770000457763672,4825,500
싸이맥스,A160980,10924243,123990158050.0,28.299999237060547,5462,500
덕우전자,A263600,15930310,123778508700.0,14.100000381469727,8037,500
팜스토리,A027710,111416600,123672426000.0,0.0,57508,500
넵튠,A217270,23370146,123628072340.0,0.0,11685,500
대영포장,A014160,108394549,123569785860.0,11.399999618530273,54197,500
키네마스터,A139670,13546307,123406856770.0,1822.0,6773,500
