date,time,open,high,low,close,vol
20190315,0,53600,54700,53500,54700,348070
20190314,0,51900,53600,51700,53600,361757
20190313,0,51500,51700,51100,51400,132353
20190312,0,51600,51900,51100,51100,97031
20190311,0,51400,51400,50400,51100,120068
20190308,0,51600,52000,50700,51400,120428
20190307,0,52500,52500,51500,51800,120281
20190306,0,52500,52600,51900,52300,116069
20190305,0,52600,52900,51900,52500,120091
20190304,0,53600,54000,52600,52700,173826
20190228,0,54200,54300,53500,53600,229460
20190227,0,53700,54400,53500,54100,143239
20190226,0,54200,54300,53200,53600,124420
20190225,0,53800,54300,53100,53800,122430
20190222,0,53600,53800,53100,53800,70107
20190221,0,53900,54000,53200,53600,116566
20190220,0,53600,54200,53100,54000,128477
20190219,0,54200,54500,53600,53800,92016
20190218,0,54000,54500,53800,54000,118312
20190215,0,53400,54300,53100,53800,128772
20190214,0,52500,53900,52400,53900,196248
20190213,0,53600,53600,52700,52800,144883
20190212,0,52700,53500,52600,53400,157953
20190211,0,52900,53500,52200,52600,121719
20190208,0,53700,54200,52800,52900,111232
20190207,0,54500,54500,53200,54000,114202
20190201,0,53900,54500,53800,53900,135103
20190131,0,53800,54500,53700,54400,177785
20190130,0,53300,53600,52500,53600,152371
20190129,0,52000,53000,51500,53000,105195
20190128,0,52600,52700,52100,52400,128831
20190125,0,52000,53000,51600,52600,194995
20190124,0,51800,52600,51600,52400,122167
20190123,0,52200,52700,51900,52500,131974
20190122,0,52200,52400,51700,52100,74300
20190121,0,52300,52600,51800,52200,83576
20190118,0,52000,52100,51000,52000,139071
20190117,0,51400,52100,51400,51800,121383
20190116,0,51200,51800,51200,51400,105550
20190115,0,51100,51600,50800,51400,109959
20190114,0,50800,51300,50100,50800,126704
20190111,0,51000,51500,50700,51300,77631
20190110,0,50600,51300,50500,51000,202894
20190109,0,49800,51200,49750,50500,118926
20190108,0,50500,50600,49650,49900,112218
20190107,0,49650,50700,49600,50300,118533
20190104,0,47950,49450,47950,49250,166264
20190103,0,49150,49150,47900,48350,178992
20190102,0,51100,51200,48200,48500,271228
20181228,0,50100,51800,50100,51600,161625
20181227,0,50200,50900,49800,50500,143952
20181226,0,51700,52200,50900,51100,216785
20181224,0,52700,53000,51800,52000,130286
20181221,0,52700,52900,52200,52900,204560
20181220,0,53000,53000,51400,52600,162140
20181219,0,52600,53000,51700,53000,129185
20181218,0,52500,53200,52200,52500,152247
20181217,0,53600,53700,52300,52600,129160
20181214,0,52800,53600,52500,53500,189220
20181213,0,51500,53100,51400,52700,340193
20181212,0,52200,52300,51300,51600,168909
20181211,0,50900,52000,50600,51700,158495
20181210,0,50100,51200,50000,51200,132331
20181207,0,51600,51700,50100,50700,170034
20181206,0,52400,52400,51000,51600,135734
20181205,0,51900,52400,51500,52200,89661
20181204,0,52800,53200,51900,52300,127690
20181203,0,51900,53000,51800,52500,154375
20181130,0,51800,52100,51400,51500,179561
20181129,0,51500,51900,51100,51800,148268
20181128,0,51600,51600,50700,51100,110204
20181127,0,51300,51800,51000,51500,106815
20181126,0,50800,51500,50400,51300,174359
20181123,0,51900,52000,50500,51100,81280
20181122,0,51700,52000,51300,51900,78991
20181121,0,51500,52100,51000,51900,99300
20181120,0,51500,52400,51000,52300,139611
20181119,0,51200,52800,51100,51500,272181
20181116,0,51000,51700,50200,51500,134536
20181115,0,49750,50900,49650,50900,180247
20181114,0,51100,51100,49450,49750,262049
