날짜 시간 시가 고가 저가 종가 거래량
20200803 904 22590 22590 22590 22590 1494
20200803 906 22590 22680 22590 22680 542
20200803 907 22570 22570 22570 22570 4
20200803 920 22675 22675 22665 22665 26
20200803 935 22650 22650 22650 22650 1
20200803 937 22610 22610 22605 22610 200
20200803 938 22610 22610 22610 22610 101
20200803 940 22610 22610 22610 22610 551
20200803 941 22610 22610 22610 22610 23
20200803 944 22615 22615 22615 22615 1
20200803 946 22615 22615 22615 22615 5
20200803 953 22610 22610 22610 22610 5
20200803 954 22610 22610 22610 22610 13
20200803 955 22610 22610 22610 22610 12
20200803 1002 22630 22630 22630 22630 26
20200803 1003 22630 22630 22630 22630 3
20200803 1010 22630 22685 22630 22685 15
20200803 1016 22685 22685 22685 22685 44
20200803 1026 22685 22685 22685 22685 1
20200803 1031 22685 22685 22685 22685 10
20200803 1035 22690 22700 22690 22700 3
20200803 1036 22705 22725 22705 22725 5
20200803 1039 22750 22750 22750 22750 3
20200803 1045 22755 22755 22755 22755 1
20200803 1100 22690 22690 22690 22690 3
20200803 1115 22690 22690 22670 22670 29
20200803 1135 22670 22670 22670 22670 17
20200803 1200 22670 22670 22670 22670 1
20200803 1201 22640 22645 22640 22645 5
20200803 1208 22670 22670 22670 22670 3
20200803 1216 22720 22720 22720 22720 33
20200803 1241 22715 22720 22715 22720 10
20200803 1324 22680 22680 22680 22680 2
20200803 1333 22645 22645 22610 22610 1380
20200803 1337 22610 22610 22610 22610 1400
20200803 1353 22610 22610 22610 22610 10
20200803 1416 22680 22715 22680 22715 47
20200803 1423 22625 22625 22625 22625 5
20200803 1505 22625 22625 22625 22625 6
20200803 1506 22610 22610 22610 22610 100
20200803 1516 22610 22610 22610 22610 200
20200803 1530 22720 22720 22720 22720 439
20200804 907 22750 22790 22750 22790 22980
20200804 911 22790 22790 22790 22790 260
20200804 913 22790 22790 22790 22790 100
20200804 915 22790 22790 22790 22790 5
20200804 918 22790 22790 22790 22790 1
20200804 927 22750 22750 22750 22750 35
20200804 935 22770 22770 22770 22770 3
20200804 936 22780 22780 22780 22780 2
20200804 937 22790 22790 22790 22790 5
20200804 944 22790 22790 22790 22790 35
20200804 958 22795 22795 22795 22795 3
20200804 1005 22885 22885 22885 22885 1
20200804 1009 22885 22885 22885 22885 5
20200804 1017 22885 22885 22885 22885 4
20200804 1020 22920 22920 22920 22920 218
20200804 1023 22930 22930 22930 22930 11
20200804 1026 22920 22920 22920 22920 53
20200804 1032 22920 22920 22920 22920 218
20200804 1044 22920 22920 22920 22920 10
20200804 1049 22900 22900 22900 22900 1
20200804 1052 22900 22900 22900 22900 1
20200804 1054 22900 22900 22900 22900 4
20200804 1101 22900 22900 22900 22900 15
20200804 1103 22885 22885 22885 22885 1
20200804 1104 22800 22800 22800 22800 23
20200804 1109 22800 22800 22800 22800 1
20200804 1115 22810 22810 22810 22810 2
20200804 1134 22795 22795 22790 22790 4493
20200804 1144 22890 22890 22890 22890 2
20200804 1158 22890 22890 22890 22890 7
20200804 1159 22890 22890 22890 22890 14
20200804 1200 22890 22890 22890 22890 6
20200804 1234 22780 22780 22770 22770 249
20200804 1356 22810 22810 22810 22810 10
20200804 1425 22805 22805 22805 22805 10
20200804 1426 22810 22810 22810 22810 5
20200804 1431 22800 22800 22790 22790 2451
20200804 1442 22800 22800 22800 22800 5
20200804 1451 22920 22920 22920 22920 1
20200805 902 22780 22780 22780 22780 4
20200805 907 22770 22770 22770 22770 5
20200805 912 22760 22760 22760 22760 18
20200805 914 22760 22760 22760 22760 6
20200805 926 22740 22755 22740 22755 202
20200805 933 22755 22755 22755 22755 1
20200805 949 22755 22755 22755 22755 2
20200805 1005 22755 22770 22755 22770 13030
20200805 1009 22760 22760 22760 22760 5
20200805 1034 22760 22760 22760 22760 2
20200805 1205 22750 22750 22700 22700 1200
20200805 1206 22700 22700 22690 22690 8800
20200805 1251 22710 22710 22710 22710 14
20200805 1253 22820 22820 22820 22820 441
20200805 1259 22820 22820 22820 22820 50
20200805 1326 22830 22830 22830 22830 100
20200805 1332 22820 22820 22820 22820 2
20200805 1414 22750 22750 22710 22710 230
20200805 1425 22815 22830 22815 22830 2599
20200805 1444 22820 22840 22820 22840 500
20200805 1518 22830 22830 22830 22830 2
20200805 1530 22830 22830 22830 22830 87
20200806 903 22915 22915 22915 22915 250
20200806 904 22915 22915 22915 22915 130
20200806 908 22830 22915 22830 22915 1941
20200806 909 22915 22915 22915 22915 24
20200806 910 22920 22920 22920 22920 5
20200806 913 22920 22920 22920 22920 1
20200806 916 22915 22915 22915 22915 1
20200806 919 22910 22910 22910 22910 9
20200806 921 22920 22920 22920 22920 10
20200806 928 22950 22950 22950 22950 176
20200806 934 22960 22960 22960 22960 1292
20200806 936 22960 22960 22960 22960 1
20200806 938 22960 22960 22960 22960 10
20200806 941 22955 22955 22850 22850 224
20200806 944 22960 22960 22960 22960 30
20200806 1009 22960 22960 22960 22960 30
20200806 1010 22855 22855 22850 22850 151
20200806 1017 22960 22960 22960 22960 1
20200806 1021 22960 22960 22960 22960 130
20200806 1027 22960 22960 22960 22960 473
20200806 1036 22980 22980 22980 22980 24
20200806 1049 22970 22970 22970 22970 1
20200806 1052 22960 22960 22960 22960 3
20200806 1157 22845 22845 22845 22845 13
20200806 1158 22840 22840 22800 22800 117
20200806 1259 22805 22805 22800 22800 36
20200806 1300 22795 22795 22795 22795 10
20200806 1301 22790 22790 22790 22790 33
20200806 1400 22900 22900 22900 22900 9
20200806 1401 22900 22900 22900 22900 9
20200806 1402 22900 22900 22900 22900 1
20200806 1408 22900 22900 22900 22900 431
20200806 1410 22900 22900 22900 22900 220
20200806 1416 22900 22900 22900 22900 3
20200806 1433 22885 22900 22885 22900 4
20200806 1444 22795 22795 22790 22790 52
20200806 1452 22810 22810 22810 22810 93
