날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20181212 10015 10015 10015 10015 21170 212000000 70000000 701050000000 0 -21170
20181213 10015 10020 10015 10020 140 1000000 70000000 701400000000 0 -130
20181214 9990 9990 9965 9970 3050 30000000 70000000 697900000000 0 -950
20181217 9985 9985 9985 9985 0 0 70000000 698950000000 0 0
20181218 9980 9980 9980 9980 0 0 70000000 698600000000 0 0
20181219 10000 10000 10000 10000 11 0 70000000 700000000000 0 -11
20181220 9970 9970 9970 9970 0 0 70000000 697900000000 0 0
20181221 9970 9970 9970 9970 11 0 70000000 697900000000 0 11
20181224 9970 9970 9970 9970 0 0 70000000 697900000000 0 0
20181226 9905 9905 9905 9905 1000 10000000 70000000 693350000000 0 -1000
20181227 9995 9995 9995 9995 500 5000000 70000000 699650000000 0 500
20181228 10015 10015 10015 10015 250 3000000 70000000 701050000000 0 -250
20190102 10040 10040 10040 10040 10 0 70000000 702800000000 0 -10
20190103 9980 9995 9980 9995 150 1000000 70000000 699650000000 0 -150
20190104 9965 10010 9965 10010 2000 20000000 70000000 700700000000 0 0
20190107 10065 10065 10065 10065 505 5000000 70000000 704550000000 0 495
20190108 10075 10075 10075 10075 10 0 70000000 705250000000 0 -10
20190109 10080 10080 10080 10080 5 0 70000000 705600000000 0 -5
20190110 10085 10085 10080 10085 21729 219000000 70000000 705950000000 0 21329
20190111 10090 10090 10085 10085 410 4000000 70000000 705950000000 0 -410
20190114 10095 10095 10090 10090 122 1000000 70000000 706300000000 0 120
20190115 10105 10105 10070 10070 5443 55000000 70000000 704900000000 0 -4845
20190116 10080 10080 10080 10080 3143 32000000 70000000 705600000000 0 3143
20190117 10055 10055 10050 10050 2000 20000000 70000000 703500000000 0 -2000
20190118 10050 10050 10050 10050 1030 10000000 70000000 703500000000 0 -1030
20190121 10040 10060 10035 10050 1281 13000000 70000000 703500000000 0 979
20190122 10050 10085 10050 10085 157 2000000 70000000 705950000000 0 51
20190123 10075 10075 10075 10075 0 0 70000000 705250000000 0 0
20190124 10045 10050 10025 10025 272 3000000 70000000 701750000000 0 -252
20190125 9990 9990 9890 9895 8253 82000000 70000000 692650000000 0 -8251
20190128 9875 9875 9855 9855 53 1000000 70000000 689850000000 0 -53
20190129 9925 9935 9885 9885 4003 40000000 70000000 691950000000 0 3997
20190130 9860 9865 9735 9750 6509 64000000 70000000 682500000000 0 -6509
20190131 9650 9730 9650 9720 614 6000000 70000000 680400000000 0 -614
20190201 9720 9780 9720 9780 12 0 70000000 684600000000 0 -10
20190207 9820 9820 9820 9820 1 0 70000000 687400000000 0 -1
20190208 9880 9950 9880 9950 1667 17000000 70000000 696500000000 0 1659
20190211 9975 10000 9975 9980 503 5000000 70000000 698600000000 0 497
20190212 9865 9865 9865 9865 5 0 70000000 690550000000 0 -5
20190213 9830 9830 9830 9830 0 0 70000000 688100000000 0 0
