date,time,open,high,low,close,vol
20190315,0,205000,205000,201000,203000,530216
20190314,0,209500,209500,202000,206000,699931
20190313,0,209000,210000,207000,207500,277484
20190312,0,206000,209500,205500,209000,403058
20190311,0,205500,206500,202500,205000,298618
20190308,0,206000,209000,205500,206000,325850
20190307,0,209500,211000,205000,207000,395874
20190306,0,212000,212500,208500,211000,437069
20190305,0,207500,212000,206500,210000,610182
20190304,0,207000,209500,205500,207500,443684
20190228,0,203000,208000,203000,204500,696781
20190227,0,204000,204500,202000,202500,378242
20190226,0,205500,208000,203000,204500,607595
20190225,0,202000,208000,200000,204000,909423
20190222,0,207500,209500,206000,207000,331716
20190221,0,213000,213500,207500,207500,683299
20190220,0,216000,216500,213500,213500,308976
20190219,0,213000,217000,211500,215000,431134
20190218,0,211500,213500,210500,212000,304258
20190215,0,209000,212500,208500,209500,501246
20190214,0,212000,213000,206500,210000,672355
20190213,0,213500,214500,211000,212000,410110
20190212,0,215500,216000,211000,212500,455550
20190211,0,217500,218500,215000,215500,304690
20190208,0,213500,219000,212500,215000,383272
20190207,0,215500,216500,210000,214000,434569
20190201,0,221000,221500,214000,214500,641157
20190131,0,217500,221000,216000,219000,843225
20190130,0,212500,215500,211500,215000,608861
20190129,0,211500,213500,206500,210500,497370
20190128,0,210500,214500,209500,211000,836659
20190125,0,208500,210500,205500,208500,631397
20190124,0,200500,208000,200000,208000,969990
20190123,0,200000,201000,198500,200000,428851
20190122,0,199000,203500,198500,200000,583074
20190121,0,201500,201500,195000,198000,876899
20190118,0,197000,202500,194500,201000,1260873
20190117,0,201000,204500,195500,195500,1561345
20190116,0,208500,209500,200500,202000,1353859
20190115,0,212000,214000,205500,207500,998718
20190114,0,216000,216000,210000,211000,710387
20190111,0,217000,218500,214000,216500,468357
20190110,0,215500,221500,214500,216500,895183
20190109,0,215500,217500,210000,214000,845610
20190108,0,216500,219000,212500,213500,646883
20190107,0,227000,227000,215000,216000,1071752
20190104,0,210500,221000,208000,220000,1132255
20190103,0,214000,217500,208500,210500,951894
20190102,0,224500,226000,213000,214500,1045357
20181228,0,224500,227500,217500,222500,1098718
20181227,0,241500,244500,222000,223000,3049252
20181226,0,200409,223987,199918,223987,3780004
20181224,0,213672,215145,206795,206795,1606964
20181221,0,221531,224478,215145,216128,953149
20181220,0,219566,228408,219075,220057,1216007
20181219,0,216128,224478,214163,221531,982732
20181218,0,205812,219075,205321,214654,871854
20181217,0,208760,213180,197462,210724,1467411
20181214,0,213180,213672,202865,204339,1178385
20181213,0,222022,222513,212198,213672,1610527
20181212,0,218092,224969,218092,222513,861164
20181211,0,235284,235776,216128,216128,2243098
20181210,0,238232,243144,235776,240196,566477
20181207,0,232828,243144,232828,241179,773137
20181206,0,236758,237249,230864,231355,536698
20181205,0,234793,238232,233320,237740,547817
20181204,0,237249,244617,236758,239214,836798
20181203,0,239705,241179,235776,236267,504857
20181130,0,235284,237740,232828,235284,679781
20181129,0,245600,246582,231846,232828,1387191
20181128,0,234793,237249,231846,231846,476078
20181127,0,237249,238723,231846,233811,635640
20181126,0,218584,236758,217601,236267,1063237
20181123,0,219075,223004,216128,217110,414857
20181122,0,222022,223004,218092,219075,368335
20181121,0,218092,221531,214163,221040,842959
20181120,0,223004,227425,221531,223496,945576
20181119,0,223004,227425,218092,224969,1047966
20181116,0,216128,225460,214654,220057,1304802
20181115,0,209251,214654,206304,214654,1313803
20181114,0,196971,211707,195988,204339,2057807
20181113,0,194515,202865,193532,196971,2668923
20181112,0,212198,214163,196480,198444,3313401
20181109,0,232828,234302,221040,225460,1162617
