날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수 "A Ratio_20" "B Ratio_20" "Aroon_20 Up" Down "Aroon Osillator_20" ATR_14 BB-RSI_종가_10 "BB-RSI_20_2.00 상한" "BB-RSI 하한" "BPDL RSI_14" "BPDL Stochatic_14" "Chande Momentum Oscillator_10" "Chaikin's Volatility_14,14" "CompuTrac Volatility_10" +DI_14 -DI_14 ADX_14 +DI(simple)_14 -DI(simple)_14 ADX(simple)_14,14 Energy+_14 Energy-_14 "High Low Envelope_1" "High Low Oscillator_3" "Linear Trend Oscillator_10,20" LRS_종가,14 "Mass Index_20,9" "Morris Mixed Momentum" "New BPDL HiLo Index MA_14,7" "Open Difference_15" QStick_14 "Random Walk Index_15,3" RCI_5 RCI_9 RCI_13 RCI_18 "Relative Volatility Index_단순,14,10" "Reverse 단기_12" " 장기_24" RSI_종가,14 RSI(simple)_종가,14 Sigma_종가,20 SMI_5,3,3 "Standard Deviation_14,2.00" "Standard Error_종가,14" "Fast %K_5" "Fast %D_3" "Slow %K_5,3" "Slow %D_3" "Slow(Simple) %K_5,3" "Slow(Simple) %D_3" StochOsc_5,3 "True Range" "TSF Oscillator_종가,14,28" VHF_14 CCI_14
20191113 6640 6650 6520 6580 1121009 7362000000 171968000 1131549000000 12083744 154109 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 55.55555555555556 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 11.11111111111111 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -117.46987951807229 0.1876521373591686 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 360.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -64.99999999999999 60.83333333333334 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 20.797101449275363 1.7976931348623157e+308 1.7976931348623157e+308 23.076923076923077 45.51282051282053 49.43820224719101 68.41902339057312 40.64552083826706 53.45279493829166 -22.435897435897456 130.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308
20191114 6610 6620 6470 6530 991037 6467000000 171968000 1122951000000 12075797 115197 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 51.57593123209169 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 3.896103896103896 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -113.98176291793314 0.22715940201291762 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 180.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -100.0 15.833333333333332 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -1.7270079067831876 1.7976931348623157e+308 1.7976931348623157e+308 19.35483870967742 28.032809484422412 27.160493827160494 49.79956535811717 30.000179773972242 41.726487356131955 -8.677970774744992 150.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308
20191115 6530 6550 6420 6530 1256940 8145000000 171968000 1122951000000 12074319 140437 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 51.57593123209169 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 26.984126984126984 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 0.0 0.19050277792953574 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 160.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -125.0 -53.33333333333334 45.87912087912088 1.7976931348623157e+308 1.7976931348623157e+308 -7.5 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -16.10887996430165 1.7976931348623157e+308 1.7976931348623157e+308 33.33333333333333 25.25503170664463 25.555555555555554 34.051417209969024 31.666756553652785 36.69662195489237 8.078301626688699 130.0 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308
20191118 6510 6530 6400 6410 1114369 7186000000 171968000 1102314000000 11871896 74966 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 250.71428571428572 42.54574104876127 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 71.72131147540983 2.7777777777777777 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 71.21951219512195 76.38190954773869 -238.8973966309342 0.09525138896476787 1.7976931348623157e+308 5.318681318681318 1.7976931348623157e+308 -360.0 1.7976931348623157e+308 1.7976931348623157e+308 -4.285714285714286 1.7976931348623157e+308 -104.99999999999999 -71.66666666666666 17.582417582417587 1.7976931348623157e+308 1.7976931348623157e+308 18.367346938775512 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 -36.222704789480034 146.81655915058192 109.71558302041309 3.7037037037037033 18.797291915571503 19.78021978021978 24.165423054311947 17.685230128678242 27.190926041785307 -15.0935882118678 130.0 1.7976931348623157e+308 1.7976931348623157e+308 -56.07177186799067
20191119 6420 6570 6380 6540 1176136 7620000000 171968000 1124670000000 11844511 279189 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 246.37755102040816 52.54658950621417 1.7976931348623157e+308 1.7976931348623157e+308 51.9607843137255 62.765957446808514 -14.754098360655737 1.7976931348623157e+308 1.7976931348623157e+308 34.35247327864778 12.602535421327369 1.7976931348623157e+308 44.13373357327935 9.275304939003162 1.7976931348623157e+308 56.34517766497462 101.30718954248366 385.33541341653665 0.46867832606133125 1.7976931348623157e+308 3.5604395604395602 1.7976931348623157e+308 -180.0 1.7976931348623157e+308 1.7976931348623157e+308 -31.428571428571427 1.7976931348623157e+308 -35.00000000000001 -83.33333333333333 -0.5494505494505475 1.7976931348623157e+308 1.7976931348623157e+308 -33.9622641509434 1.7976931348623157e+308 51.96078431372549 51.96078431372549 1.7976931348623157e+308 -29.85468106995885 145.70027943889272 110.1952978261943 59.25925925925925 32.09876543209878 32.18390804597701 25.839894460584123 38.47224469396875 32.831585367877025 27.160493827160472 190.0 1.7976931348623157e+308 0.3235294117647059 -40.316004077472044
20191120 6540 6540 6470 6510 581972 3782000000 171968000 1119511000000 11813744 128714 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 233.77915451895043 50.30151342048752 1.7976931348623157e+308 1.7976931348623157e+308 50.476190476190474 71.7741935483871 -8.771929824561402 1.7976931348623157e+308 1.7976931348623157e+308 33.47431573848075 12.280374876562766 1.7976931348623157e+308 42.36700110774982 8.904002059399414 1.7976931348623157e+308 59.863945578231295 71.53284671532847 -32.11009174311927 0.23433916303066563 1.7976931348623157e+308 0.7692307692307693 1.7976931348623157e+308 -420.0 1.7976931348623157e+308 270.0 -7.142857142857143 1.7320508075688772 5.000000000000004 -89.16666666666666 -34.61538461538463 1.7976931348623157e+308 1.7976931348623157e+308 -24.0 1.7976931348623157e+308 50.36549707602339 50.476190476190474 1.7976931348623157e+308 -19.9299008943679 145.2548780311241 110.88967556323783 54.166666666666664 39.04320987654322 38.46153846153847 30.14188876257843 46.3194556803177 39.575520524097364 15.123456790123441 70.0 1.7976931348623157e+308 0.3142857142857143 -26.88766114180537
20191121 6530 6530 6420 6510 608379 3940000000 171968000 1119511000000 11831312 148043 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 224.93778633902542 50.30151342048752 1.7976931348623157e+308 1.7976931348623157e+308 58.24175824175825 78.22580645161291 -34.78260869565217 1.7976931348623157e+308 1.7976931348623157e+308 32.086241786382054 13.656002758594163 1.7976931348623157e+308 39.4999267106506 11.377463112301703 1.7976931348623157e+308 54.22535211267606 63.43283582089553 0.0 0.20807867242442374 1.7976931348623157e+308 -6.681318681318682 1.7976931348623157e+308 -280.0 1.7976931348623157e+308 -50.0 -5.714285714285714 3.485224185961765 -35.00000000000001 -89.99999999999999 -79.94505494505495 1.7976931348623157e+308 1.7976931348623157e+308 31.57894736842105 1.7976931348623157e+308 50.36549707602339 58.241758241758234 1.7976931348623157e+308 -6.365416362728913 126.13565745510923 91.8403615773153 68.42105263157895 60.615659519168304 60.0 43.54848216917183 57.370254155948324 48.472887340022844 7.805393112410641 110.0 1.7976931348623157e+308 0.32967032967032966 -54.02650356778917
20191122 6510 6560 6470 6510 775095 5053000000 171968000 1119511000000 11831875 142612 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 215.29937302909502 50.30151342048752 1.7976931348623157e+308 1.7976931348623157e+308 56.81818181818181 65.0 -40.909090909090914 1.7976931348623157e+308 1.7976931348623157e+308 32.13020089136655 13.174638210497289 1.7976931348623157e+308 39.12962220940119 10.694245402701833 1.7976931348623157e+308 66.11570247933885 74.78260869565217 0.0 0.38181711398998963 1.7976931348623157e+308 -13.802197802197803 1.7976931348623157e+308 -230.0 1.7976931348623157e+308 30.0 -4.285714285714286 3.0766691976552423 -14.999999999999991 -93.33333333333333 -92.58241758241759 4.643962848297212 1.7976931348623157e+308 16.129032258064516 1.7976931348623157e+308 50.36549707602339 56.81818181818182 1.7976931348623157e+308 6.66156202143951 109.28337999374445 57.923152323501654 68.42105263157895 63.669590643274866 62.903225806451616 53.7882547559967 62.89565339376364 55.684270366893244 4.751461988304079 90.0 1.7976931348623157e+308 0.3181818181818182 -51.41451414514223
20191125 6510 6530 6450 6500 521965 3387000000 171968000 1117792000000 11826608 53215 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 205.63513209844538 49.33764845848916 1.7976931348623157e+308 1.7976931348623157e+308 40.0 43.75 -39.53488372093023 1.7976931348623157e+308 1.7976931348623157e+308 31.08142291323061 13.560635766822967 1.7976931348623157e+308 36.85945437751176 11.524216715072129 1.7976931348623157e+308 41.46341463414634 81.25 -12.288786482334869 0.3159085569949948 1.7976931348623157e+308 -13.824175824175825 1.7976931348623157e+308 -160.0 1.7976931348623157e+308 20.0 -19.285714285714285 2.983436797726296 -85.00000000000001 -71.66666666666666 -93.13186813186813 -14.55108359133126 1.7976931348623157e+308 53.125 1.7976931348623157e+308 49.729854213919445 40.0 1.7976931348623157e+308 14.854019570004768 109.34405538930588 57.89057506467422 63.1578947368421 66.66666666666669 66.66666666666666 63.18996415770609 63.026774065302874 59.35552221609806 -3.508771929824583 80.0 1.7976931348623157e+308 0.4307692307692308 -62.902678874195075
20191126 6460 6510 6450 6460 544418 3527000000 171968000 1110913000000 11830131 157216 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 1.7976931348623157e+308 195.23262266284215 45.46564300063616 1.7976931348623157e+308 1.7976931348623157e+308 41.935483870967744 40.0 -40.909090909090914 1.7976931348623157e+308 38.45070748994333 30.283032294727253 13.212302796115766 1.7976931348623157e+308 35.09733386141622 10.973284558085311 1.7976931348623157e+308 49.107142857142854 73.95833333333334 -36.92307692307693 0.24128761183083075 1.7976931348623157e+308 -16.725274725274726 1.7976931348623157e+308 -140.0 1.7976931348623157e+308 0.0 -11.428571428571429 2.598076211353316 -25.0 -48.33333333333334 -91.75824175824177 -31.16615067079462 1.7976931348623157e+308 63.888888888888886 1.7976931348623157e+308 47.16566154114006 41.935483870967744 -0.8285581150697456 6.811465392734141 115.3388972744659 49.566250481685486 28.57142857142857 53.38345864661655 55.769230769230774 61.779707747449685 45.79910131836572 52.57731176723189 -24.812030075187984 60.0 1.7976931348623157e+308 0.45161290322580644 -73.46115035317837
