날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수 "A Ratio_20" "B Ratio_20" "Aroon_20 Up" Down "Aroon Osillator_20" ATR_14 BB-RSI_종가_10 "BB-RSI_20_2.00 상한" "BB-RSI 하한" "BPDL RSI_14" "BPDL Stochatic_14" "Chande Momentum Oscillator_10" "Chaikin's Volatility_14,14" "CompuTrac Volatility_10" +DI_14 -DI_14 ADX_14 +DI(simple)_14 -DI(simple)_14 ADX(simple)_14,14 Energy+_14 Energy-_14 "High Low Envelope_1" "High Low Oscillator_3" "Linear Trend Oscillator_10,20" LRS_종가,14 "Mass Index_20,9" "Morris Mixed Momentum" "New BPDL HiLo Index MA_14,7" "Open Difference_15" QStick_14 "Random Walk Index_15,3" RCI_5 RCI_9 RCI_13 RCI_18 "Relative Volatility Index_단순,14,10" "Reverse 단기_12" " 장기_24" RSI_종가,14 RSI(simple)_종가,14 Sigma_종가,20 SMI_5,3,3 "Standard Deviation_14,2.00" "Standard Error_종가,14" "Fast %K_5" "Fast %D_3" "Slow %K_5,3" "Slow %D_3" "Slow(Simple) %K_5,3" "Slow(Simple) %D_3" StochOsc_5,3 "True Range" "TSF Oscillator_종가,14,28" VHF_14 CCI_14
20191127 6460 6530 6450 6500 706123 4584000000 171968000 1117792000000 11803092 371325 57.268722466960355 97.23756906077348 5.0 0.0 5.0 187.0017210440677 49.83961377585494 1.7976931348623157e+308 1.7976931348623157e+308 34.54545454545455 37.5 -19.047619047619047 1.7976931348623157e+308 44.14885692002357 30.095104487178144 12.742315304343826 1.7976931348623157e+308 34.40556911184025 10.221508737999166 1.7976931348623157e+308 45.94594594594595 84.0909090909091 49.53560371517028 0.5581438059154153 14.933257514215859 -14.417582417582418 1.7976931348623157e+308 60.0 1.7976931348623157e+308 0.0 -16.428571428571427 3.5630759469988327 -60.00000000000001 -46.66666666666666 -87.08791208791209 -58.926728586171315 1.7976931348623157e+308 50.0 1.7976931348623157e+308 49.94514661258118 34.54545454545455 -0.38369469758263386 5.826899062560459 107.15238052913814 52.50536340997162 57.14285714285714 49.62406015037595 51.06382978723404 57.833242407710486 51.470979230611434 52.02414549892166 7.518796992481185 80.0 1.7976931348623157e+308 0.509090909090909 -48.25815914924742
20191128 6500 6510 6460 6500 431182 2798000000 171968000 1117792000000 11797601 114464 62.06896551724138 70.9090909090909 0.0 10.0 -10.0 177.2158838266343 49.83961377585494 1.7976931348623157e+308 1.7976931348623157e+308 32.07547169811321 31.08108108108108 -8.108108108108109 1.7976931348623157e+308 54.49501825627582 29.391396146221478 12.444364068899972 1.7976931348623157e+308 32.78575625570983 9.740280504016471 1.7976931348623157e+308 40.56603773584906 79.51807228915662 0.0 0.37907190295770765 -51.04776521929358 -10.703296703296703 1.7976931348623157e+308 -110.0 1.7976931348623157e+308 0.0 -16.428571428571427 2.3336013874430983 -64.99999999999999 -31.666666666666664 -84.34065934065933 -92.36326109391125 1.7976931348623157e+308 45.16129032258065 1.7976931348623157e+308 49.94514661258118 32.07547169811322 -0.38369469758263386 2.835146942770288 90.58201830836144 51.131518992029115 45.45454545454545 43.72294372294374 43.58974358974359 50.1409347154028 48.46276234257844 50.243453920750056 1.7316017316017138 50.0 1.7976931348623157e+308 0.49056603773584906 -46.66666666666498
20191129 6470 6510 6470 6500 591326 3840000000 171968000 1117792000000 11826943 296273 63.92405063291139 82.3943661971831 25.0 5.0 20.0 167.414749267589 49.83961377585494 1.7976931348623157e+308 1.7976931348623157e+308 33.333333333333336 39.6551724137931 -8.108108108108109 1.7976931348623157e+308 53.92349883040966 28.810993022893072 12.198620459528975 1.7976931348623157e+308 31.420280338704025 9.33461292235746 1.7976931348623157e+308 46.391752577319586 71.08433734939759 0.0 0.3145359514788538 113.69259477551408 -6.813186813186813 1.7976931348623157e+308 80.0 1.7976931348623157e+308 0.0 -10.0 2.0377068324339733 19.999999999999996 -97.50000000000001 -81.86813186813187 -97.21362229102166 16.50467408166969 32.0 1.7976931348623157e+308 49.94514661258118 33.33333333333333 -0.5118875180730155 5.254935721385535 71.65677830848259 45.99131945488697 62.5 55.03246753246756 54.54545454545454 49.73300930747738 55.48138117128922 52.86241754601964 7.467532467532443 40.0 1.7976931348623157e+308 0.45098039215686275 -35.35353535353309
20191202 6420 6450 6270 6340 3028271 19293000000 171968000 1090277000000 11323485 -414876 68.91891891891892 72.41379310344827 20.0 0.0 20.0 171.88512431990407 34.60876161612342 1.7976931348623157e+308 1.7976931348623157e+308 26.5625 26.315789473684212 -17.073170731707318 1.7976931348623157e+308 62.417397605446844 25.671797727974223 20.34411033446863 1.7976931348623157e+308 24.617842531040214 26.139625530339426 1.7976931348623157e+308 47.524752475247524 81.70731707317073 -443.0769230769231 0.018379086850538018 -23.77197208082086 -7.736263736263736 1.7976931348623157e+308 -210.0 1.7976931348623157e+308 -50.0 -13.571428571428571 8.502794873519942 5.000000000000004 -67.5 -70.87912087912088 -95.97523219814241 18.031143371570707 52.77777777777778 1.7976931348623157e+308 39.55041731938935 26.5625 -2.30570684714583 -15.528464489756278 80.12744949931519 51.09389474864957 26.923076923076923 44.959207459207484 37.77777777777778 45.304325304325296 41.202229047183074 47.03232329660136 -18.03613053613056 230.0 1.7976931348623157e+308 0.375 -314.9317738791318
20191203 6280 6290 6170 6220 1651227 10280000000 171968000 1069640000000 10840156 167964 46.45161290322581 40.123456790123456 15.0 100.0 -85.0 171.75047258276805 27.58407810674133 1.7976931348623157e+308 1.7976931348623157e+308 24.28571428571429 22.22222222222222 -80.0 1.7976931348623157e+308 64.81158748558833 23.622992002363688 23.415062161025908 1.7976931348623157e+308 20.780880800398904 31.23377170675048 1.7976931348623157e+308 48.0 82.71604938271605 -227.12933753943219 -0.19914378990806433 162.7857394228894 -12.747252747252746 1.7976931348623157e+308 -300.0 1.7976931348623157e+308 -50.0 -13.571428571428571 5.469634129164875 -25.0 -67.5 -68.4065934065934 -95.25283797729618 18.566798127470406 64.58333333333333 32.94117647058823 33.85878083837066 24.285714285714292 -2.7593092174804084 -42.5252721392106 121.63847404233144 74.50078053528232 13.88888888888889 34.43732193732196 24.285714285714285 38.86964886964886 27.545558968035984 37.28894113231867 -20.548433048433072 170.0 1.7976931348623157e+308 0.45714285714285713 -301.6774193548313
20191204 6220 6380 6210 6380 805995 5095000000 171968000 1097155000000 10819098 269255 60.416666666666664 49.03225806451613 10.0 95.0 -85.0 171.62543882685605 44.325527099530994 1.7976931348623157e+308 1.7976931348623157e+308 40.74074074074075 45.0 -24.528301886792452 1.7976931348623157e+308 75.57840002660338 25.94336469329358 21.56188906111054 1.7976931348623157e+308 25.682983894166167 26.472896045535492 1.7976931348623157e+308 72.41379310344827 63.04347826086957 437.2990353697749 0.37101634034008546 52.38347990634751 -13.252747252747254 1.7976931348623157e+308 -290.0 1.7976931348623157e+308 -50.0 3.5714285714285716 7.57153638737252 -35.00000000000001 -55.00000000000001 -57.967032967032964 -90.50567595459236 33.99649120729485 8.333333333333334 14.117647058823529 45.185517904273276 40.74074074074074 -1.158526528466745 -24.97878454830291 123.07704572207389 74.20617748244938 61.76470588235294 34.19222389810628 34.375 32.14616402116402 44.655132425194466 40.97203677875657 27.572481984246664 170.0 1.7976931348623157e+308 0.3950617283950617 -131.38918345704857
20191205 6460 6480 6360 6410 954977 6113000000 171968000 1102314000000 10752025 176493 51.31578947368421 48.38709677419355 5.0 90.0 -85.0 167.93790748208062 46.88378802866484 1.7976931348623157e+308 1.7976931348623157e+308 42.85714285714286 51.25 -17.857142857142858 1.7976931348623157e+308 77.47413270371118 29.200235711966045 20.338255501883122 1.7976931348623157e+308 32.0497774698777 23.54928038469642 1.7976931348623157e+308 73.25581395348837 73.25581395348837 56.42633228840126 0.6021748368367095 -37.40760458969336 -12.241758241758241 1.7976931348623157e+308 -340.0 1.7976931348623157e+308 0.0 0.0 5.437833930739497 -10.000000000000009 -25.0 -74.45054945054946 -85.24251805985553 42.36532266247412 36.111111111111114 -6.578947368421052 47.017621510022295 42.857142857142854 -0.8054705544957405 -2.458840158083434 120.76710594177133 75.27702196972218 70.58823529411765 48.74727668845319 48.07692307692308 35.579212454212445 57.62168385965606 49.29686031920632 21.84095860566446 120.0 1.7976931348623157e+308 0.38095238095238093 -27.82426778242433
20191206 6380 6400 6270 6300 947314 5972000000 171968000 1083398000000 10739798 16307 46.103896103896105 38.88888888888889 0.0 85.0 -85.0 165.94234266193203 39.490892141586514 1.7976931348623157e+308 1.7976931348623157e+308 43.373493975903614 40.0 -31.343283582089555 -45.57793531146196 86.55952863818273 27.256796935050115 23.263204340991706 30.13073565518929 27.901722219130832 28.82160961377248 32.566753054013006 73.25581395348837 69.31818181818183 -223.0889235569423 0.2626258799568163 143.30721821192566 -17.802197802197803 1.7976931348623157e+308 -320.0 1.7976931348623157e+308 0.0 1.4285714285714286 5.856934811721349 19.999999999999996 -42.50000000000001 -62.91208791208791 -80.08255933952529 41.65766413455782 47.72727272727273 10.975609756097562 41.53570502764613 43.37349397590362 -1.671672084131273 -1.1309900295464923 132.00185527453152 64.46738676295136 41.935483870967744 58.09614168247948 58.58585858585859 47.01259388759388 49.7785838653119 49.53772209225911 -16.160657811511733 140.0 -81.61172161172271 0.3855421686746988 -98.01462904910986
20191209 6300 6300 6190 6260 771485 4801000000 171968000 1076519000000 10749327 41852 44.230769230769226 33.92857142857143 0.0 80.0 -80.0 161.9464610432226 37.1255724261313 1.7976931348623157e+308 1.7976931348623157e+308 31.08108108108108 23.076923076923077 -34.285714285714285 -45.20193373819906 91.43339323861164 25.803632730855274 25.900323212444953 27.99189795830208 24.971644054181027 33.43232947529782 30.15605123041651 51.61290322580645 78.48101265822784 -69.84126984126983 0.13131293997840815 82.87671513029974 -19.736263736263737 1.7976931348623157e+308 -290.0 1.7976931348623157e+308 0.0 -10.0 5.013831285067803 9.999999999999998 -40.83333333333334 -65.1098901098901 -74.71620227038183 29.64044235777982 52.083333333333336 43.02325581395349 39.722047131412324 31.08108108108108 -1.8499290490255018 -11.066107701510196 141.20472906458934 65.16364297904443 29.03225806451613 47.18532574320054 47.91666666666667 51.52648277648277 39.405420964914015 44.471571528586566 -18.153067678684412 110.0 -83.10134310134254 0.3918918918918919 -127.85138997141847
20191210 6260 6350 6240 6310 782200 4939000000 171968000 1085118000000 10748607 294886 53.06122448979592 41.509433962264154 0.0 75.0 -75.0 158.23599954013525 41.95427699747987 59.68357227284691 32.416359531065616 36.8421052631579 35.8974358974359 -21.12676056338028 -40.698530588624166 99.8884000940235 26.87062644321224 24.494002681471557 26.32297422420471 27.18532996307519 29.819136441050386 26.751291210085896 64.77272727272727 76.82926829268293 87.8594249201278 0.47474737908011316 169.4390788753763 -20.0 1.7976931348623157e+308 -390.0 1.7976931348623157e+308 0.0 -4.285714285714286 5.259908894150884 -60.00000000000001 -47.50000000000001 -60.439560439560445 -72.75541795665634 42.107850051564206 41.666666666666664 31.645569620253166 43.06847376083958 36.8421052631579 -1.2747548783981961 -15.007747853138198 142.06925589087794 64.73388749701496 41.37931034482759 37.449017426770524 37.362637362637365 47.9550542050542 40.3923656548708 42.43196859172868 3.930292918057063 110.0 -75.39682539682508 0.3815789473684211 -74.93790362642599
20191211 6290 6340 6260 6310 851236 5372000000 171968000 1085118000000 10753128 123021 59.42028985507246 44.73684210526316 0.0 70.0 -70.0 152.64771385869702 41.95427699747988 58.38177968175392 32.35802426635103 36.8421052631579 29.48717948717949 -28.35820895522388 -39.706509525012294 104.54944166418849 25.77452248366527 23.494845725415654 24.773259328257154 24.924842238892346 27.339645040273474 23.800499192466027 77.5 82.05128205128204 0.0 0.42487368954005655 56.62605295143912 -19.384615384615383 1.7976931348623157e+308 -270.0 1.7976931348623157e+308 0.0 -1.4285714285714286 3.802062748321926 -25.0 -47.50000000000001 -51.92307692307692 -69.3498452012384 42.107850051564206 40.42553191489362 45.56962025316456 43.06847376083958 36.8421052631579 -1.1602095229804612 -16.558775192334878 140.04372495031396 65.70106571913455 41.37931034482759 37.26362625139047 37.07865168539326 40.78598523823243 40.885837999849194 41.65890329578894 4.1156840934371175 80.0 -51.49572649572656 0.3815789473684211 -62.19931271477464
20191212 6290 6310 6270 6300 812025 5111000000 171968000 1083398000000 10731993 416097 65.87301587301587 44.13793103448276 0.0 65.0 -65.0 144.6014485830758 41.17351350748169 57.65781895227055 32.041743223373395 36.36363636363637 29.166666666666664 -29.411764705882355 -40.73997732575473 114.15516105064557 25.220556237331408 22.98987607940378 23.33423835344871 23.78388779887756 26.08815108503975 21.243146110528812 75.64102564102564 77.92207792207793 -6.3391442155309035 0.21243684477002828 123.45646896497857 -18.175824175824175 1.7976931348623157e+308 -110.0 1.7976931348623157e+308 0.0 -0.7142857142857143 1.9857907347923431 40.0 -30.000000000000004 -62.362637362637365 -78.01857585139318 38.272102978251105 36.36363636363637 48.75 42.52092241280486 36.36363636363636 -1.1378333396247557 -12.940677167299777 135.77066498101772 67.00664228186717 52.38095238095239 45.04652435686922 44.303797468354425 39.58169550546168 46.63339519040079 44.14614924309487 7.3344280240831665 40.0 -25.207570207569916 0.36363636363636365 -60.85390946501843
20191213 6300 6300 6250 6290 1466414 9214000000 171968000 1081678000000 10853945 193812 67.5 44.60431654676259 10.0 60.0 -50.0 137.84420225571324 40.339390542140855 56.849949949384936 31.725958157263946 36.36363636363637 27.77777777777778 -30.434782608695656 -40.536874461957254 126.78281551080003 24.511378476833194 23.468184387685643 21.822810382205766 22.310862632849148 26.949763943753652 19.6663342366032 74.02597402597402 76.31578947368422 -7.936507936507936 0.10621842238501414 133.19690446842026 -16.65934065934066 1.7976931348623157e+308 -120.0 1.7976931348623157e+308 0.0 -0.7142857142857143 2.5471335405424664 25.0 -11.66666666666667 -55.219780219780226 -71.00103199174406 38.4473131912362 46.666666666666664 48.10126582278481 41.94661167057475 36.36363636363636 -1.1193606681349317 -5.533133620062323 130.21175845835248 68.03602794770649 62.5 52.08675424192669 50.0 43.79414971791589 54.566697595200395 49.35642341914763 10.413245758073309 50.0 -14.945054945053926 0.36363636363636365 -63.90041493775761
20191216 6290 6400 6260 6360 1387578 8799000000 171968000 1093716000000 10887029 369116 80.35714285714286 56.58914728682171 5.0 55.00000000000001 -50.00000000000001 137.9981878088766 48.46037912449113 57.245782008761246 31.921589905460614 43.75 37.5 3.3333333333333335 -31.59011711410537 115.42300373210863 28.178536497601392 21.633855963589678 21.20251387624171 30.50034076751038 22.45638450967725 19.069446790981743 79.74683544303798 67.05882352941175 155.80286168521462 0.4459663540496499 179.45375769709702 -13.538461538461538 1.7976931348623157e+308 30.0 48.18076198058357 0.0 4.285714285714286 6.86284282244272 25.0 -36.66666666666667 -43.13186813186813 -66.04747162022704 44.37593051057676 31.11111111111111 36.8421052631579 47.31129969902341 43.75 -0.39954839588590985 7.33771443445235 124.52358189909087 74.6348866172268 75.0 63.29365079365083 62.264150943396224 52.189316137250216 64.7833487976002 57.069886108373915 11.706349206349167 140.0 8.064713064712123 0.35 -8.42038619816172
20191217 6360 6360 6260 6300 505694 3178000000 171968000 1083398000000 10885000 -47327 63.559322033898304 41.911764705882355 0.0 50.0 -50.0 135.28403153681398 42.89903875098106 56.237368930109454 31.965247908589095 37.80487804878049 26.47058823529412 14.814814814814813 -27.43885346568073 121.15312247803685 26.58039342544196 20.406893838170255 20.626524263560803 26.815461414973857 19.743330637817667 18.552144338109816 63.63636363636363 71.42857142857143 -94.33962264150944 0.22298317702482495 108.8254142300417 -10.373626373626374 1.7976931348623157e+308 -90.0 48.092007586190945 0.0 -2.857142857142857 4.781735358318985 -14.999999999999991 -19.999999999999996 -41.20879120879122 -65.94427244582045 39.66590384817068 39.21568627450981 36.8421052631579 43.59278574475809 37.80487804878049 -0.9003117102697011 3.39117076680199 112.10417895321973 72.73792587643575 33.33333333333333 56.94444444444448 57.446808510638306 56.57031981801151 49.05834106546676 53.06411358692034 -23.61111111111115 100.0 22.515262515262293 0.34146341463414637 -32.682740145424226
20191218 6270 6300 6240 6260 523196 3279000000 171968000 1076519000000 10945618 -60352 68.42105263157895 42.22222222222222 10.0 45.0 -35.0 129.90660071275585 39.53799944606951 55.504727326708064 31.621538114548684 36.04651162790697 19.11764705882353 -28.57142857142857 -25.05535923729139 97.38621447446165 25.640748326906177 20.863857183999567 19.88690587468281 24.745712332971273 20.792273826531527 17.236075478207248 66.66666666666666 76.82926829268293 -38.095238095238095 0.11149158851241248 147.33303531962724 -7.472527472527473 17.071064641328274 -50.0 47.9743516566088 0.0 -3.5714285714285716 2.904681478531658 -25.0 -7.499999999999996 -32.692307692307686 -61.30030959752322 37.75891653261235 20.512820512820515 36.0 41.264305786571605 36.04651162790697 -1.1842901908745984 -15.572025676619425 96.6162195366338 66.23163924160444 12.5 40.27777777777781 40.42553191489361 53.37883045630938 30.77917053273338 41.921642059826866 -27.777777777777807 60.0 33.321123321123196 0.32558139534883723 -74.7605363984648
20191219 6260 6260 6180 6230 840559 5213000000 171968000 1071360000000 10870861 120140 70.27027027027027 41.04477611940299 5.0 40.0 -35.0 126.34184351898757 37.11478560777491 54.74009072639097 31.06750193359452 34.8314606741573 43.54838709677419 -42.857142857142854 -19.512532984546084 92.43509017581628 24.402086292517243 23.479084475321294 18.60410493119195 22.11915113712978 26.54599423539306 16.150803720387586 56.84210526315789 77.38095238095238 -38.33865814696485 0.05574579425620624 93.67743891994944 -4.373626373626373 17.198316372516302 -80.0 47.90245598733916 0.0 -7.857142857142857 3.802062748321926 -70.0 -30.833333333333336 -28.846153846153854 -65.11867905056758 36.377217670331916 -3.225806451612903 38.46153846153846 39.557693796928405 34.8314606741573 -1.3496114152574379 -32.10167733446428 73.824115301167 53.07089735928861 22.727272727272727 22.85353535353538 22.641509433962266 40.17128328649806 26.753221630003054 34.33743184491496 -0.12626262626265472 80.0 45.92796092796107 0.21348314606741572 -136.70886075949176
20191220 6250 6290 6180 6250 472564 2944000000 171968000 1074800000000 10864348 75391 67.54385964912281 41.48148148148148 0.0 35.0 -35.0 125.17456898191703 39.845711261055186 53.779679841254435 30.98233260278782 44.0 62.903225806451616 -15.151515151515152 -23.137528311715094 86.65579678512182 24.593724736862292 21.91166616891663 17.687183098728404 22.86192374887042 22.71998352929743 14.038882686200981 63.2183908045977 69.04761904761905 35.313001605136435 0.30060016985537585 114.90946053739506 -4.791208791208791 17.398270031664385 -60.0 48.01374381492687 0.0 -2.142857142857143 5.013831285067803 -89.99999999999999 -63.33333333333333 -68.4065934065934 -60.7843137254902 41.000306698171364 43.333333333333336 24.242424242424242 41.300651915480586 44.0 -1.0476923748663092 -37.043947147389325 74.99659856232392 53.3455800957391 31.818181818181817 22.348484848484876 23.333333333333332 28.80012489406307 29.285701724092434 31.811566784503697 9.46969696969694 110.0 41.05006105006123 0.25333333333333335 -91.34045077105384
20191223 6260 6300 6250 6270 395313 2478000000 171968000 1078239000000 10982290 -44170 72.47706422018348 45.73643410852713 10.0 30.0 -20.0 119.8049569117801 42.61468959073005 52.990621196792546 31.099095360473797 53.84615384615385 60.0 3.225806451612903 -27.565358059295438 78.16195890157769 24.44835785451088 21.218278824102395 16.929039334874698 22.660790834268532 21.123247589439455 12.635251984025382 75.32467532467533 66.66666666666666 16.0 0.6503000849276879 -186.5302359090893 -8.197802197802197 17.552169566474344 -110.0 48.26355685637044 20.0 2.857142857142857 2.5471335405424664 -30.000000000000004 -67.5 -55.219780219780226 -58.926728586171315 47.928127665502814 46.666666666666664 40.90909090909091 43.06865118604293 53.846153846153854 -0.7561512453751252 -29.620303630203036 69.524624913679 39.31370963884947 50.0 34.84848484848488 33.87096774193548 26.615270169743695 39.64285086204622 35.72720882327496 15.15151515151512 50.0 22.56410256410345 0.27692307692307694 -42.92237442922007
20191224 6300 6300 6200 6240 487548 3039000000 171968000 1073080000000 10677756 -66652 62.71186440677966 46.56488549618321 5.0 25.0 -20.0 118.39031713236724 39.57829121685738 52.62888918101848 30.872092197869975 36.53846153846154 30.0 -24.137931034482758 -29.886973078767305 73.71622594464804 22.888340287242066 23.05480260691952 15.74570241433004 19.498485060976538 25.152988719380332 12.639037579617602 48.837209302325576 88.23529411764706 -47.84688995215311 0.47515004246384396 -149.28037390530676 -7.406593406593407 17.7828871076913 -110.0 48.439926552243634 50.0 -12.857142857142858 5.338512763054759 0.0 -64.16666666666666 -48.07692307692308 -56.5531475748194 39.56241162794247 27.272727272727273 40.90909090909091 41.07038420809824 36.53846153846153 -0.9940066677615675 -22.482980031625175 65.72204923084826 38.46600706641774 50.0 43.939393939393966 42.30769230769231 33.17066446098704 44.82142543102311 40.27431712714903 6.060606060606034 100.0 27.7838827838832 0.34615384615384615 -80.7947019867514
20191226 6240 6260 6210 6240 870457 5423000000 171968000 1073080000000 10441390 25624 57.49999999999999 42.10526315789473 0.0 20.0 -20.0 113.5052944800553 39.57829121685737 51.49137570157724 30.98347342141146 32.6530612244898 43.18181818181818 -24.137931034482758 -33.35680812952398 70.89758574768574 22.128053072557815 22.28898597543225 14.64688955953857 18.045640935816394 23.27882404572025 12.64231842913086 53.16455696202531 83.33333333333334 0.0 0.437575021231922 -25.24331816145854 -5.010989010989011 17.9523873431124 -150.0 48.57220382414853 50.0 -9.285714285714286 2.908294266440279 -5.000000000000004 -80.83333333333333 -63.18681318681318 -53.14757481940144 31.752114185685343 11.11111111111111 40.90909090909091 41.07038420809824 32.65306122448979 -0.9280221659468169 -15.970837581212058 49.28053803045811 30.669573042719563 50.0 50.00000000000003 50.0 42.059553349875934 47.41071271551155 43.84251492133029 -2.842170943040401e-14 50.0 40.59218559218516 0.2653061224489796 -92.68292682926555
