날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20011025.0 12820.0 12820.0 12820.0 12820.0 17120.0 235000000.0 200000000.0 2564000000000.0 0.0 0.0
20011026.0 14317.0 14317.0 14317.0 14317.0 81730.0 1250000000.0 200000000.0 2863400000000.0 11000.0 0.0
20011029.0 16002.0 16002.0 15721.0 16002.0 6532070.0 111578000000.0 200000000.0 3200400000000.0 657190.0 0.0
20011030.0 15908.0 16470.0 15113.0 16002.0 21017010.0 356292000000.0 200000000.0 3200400000000.0 1738780.0 0.0
20011031.0 16236.0 16329.0 15534.0 15581.0 6846880.0 115624000000.0 200000000.0 3116200000000.0 2050730.0 0.0
20011101.0 15581.0 15721.0 15019.0 15113.0 6524050.0 106967000000.0 200000000.0 3022600000000.0 2169860.0 0.0
20011102.0 15066.0 15347.0 13849.0 14364.0 9836000.0 154189000000.0 200000000.0 2872800000000.0 2509710.0 0.0
20011105.0 14458.0 15066.0 13943.0 15066.0 10834020.0 168534000000.0 200000000.0 3013200000000.0 2631410.0 0.0
20011106.0 15160.0 15206.0 14739.0 14739.0 4986610.0 79848000000.0 200000000.0 2947800000000.0 3086810.0 0.0
20011107.0 14785.0 15347.0 14785.0 14972.0 5579670.0 89769000000.0 200000000.0 2994400000000.0 3171810.0 0.0
20011108.0 14972.0 15206.0 14785.0 14832.0 3046320.0 48748000000.0 200000000.0 2966400000000.0 3232260.0 0.0
20011109.0 14739.0 14785.0 14411.0 14505.0 3284020.0 51107000000.0 200000000.0 2901000000000.0 3287160.0 0.0
20011112.0 14177.0 14411.0 13943.0 14317.0 3341070.0 50686000000.0 200000000.0 2863400000000.0 3346460.0 0.0
20011113.0 14130.0 14505.0 13990.0 14037.0 3265010.0 49439000000.0 200000000.0 2807400000000.0 3391160.0 0.0
20011114.0 14037.0 14271.0 13943.0 14037.0 3405150.0 51256000000.0 200000000.0 2807400000000.0 3406670.0 0.0
20011115.0 14224.0 14505.0 14083.0 14364.0 3919870.0 59787000000.0 200000000.0 2872800000000.0 3517600.0 0.0
20011116.0 14411.0 14411.0 14130.0 14224.0 1961020.0 29809000000.0 200000000.0 2844800000000.0 3553740.0 0.0
20011119.0 14224.0 14271.0 13943.0 14130.0 3335700.0 50108000000.0 200000000.0 2826000000000.0 3638370.0 0.0
20011120.0 14083.0 14317.0 13943.0 14037.0 2506380.0 37848000000.0 200000000.0 2807400000000.0 3644320.0 0.0
20011121.0 13990.0 14083.0 13288.0 13428.0 4673570.0 67943000000.0 200000000.0 2685600000000.0 3557800.0 0.0
20011122.0 13101.0 13475.0 12727.0 13101.0 6388040.0 89016000000.0 200000000.0 2620200000000.0 3591600.0 0.0
20011123.0 13194.0 13709.0 13007.0 13335.0 4085960.0 58605000000.0 200000000.0 2667000000000.0 4078910.0 0.0
20011126.0 13382.0 13662.0 13194.0 13194.0 2901900.0 41560000000.0 200000000.0 2638800000000.0 3803710.0 0.0
20011127.0 13101.0 13335.0 12493.0 12586.0 4478470.0 61560000000.0 200000000.0 2517200000000.0 3817530.0 0.0
