날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20010425 5400 6210 5400 6210 9490 58000000 2099000 13034000000 0 0
20010426 7140 7140 7140 7140 11350 81000000 2099000 14986000000 125671 0
20010427 8210 8210 7710 8210 316480 2592000000 2099000 17232000000 195651 0
20010430 9200 9200 8200 8400 242020 2084000000 2099000 17631000000 195651 0
20010502 8400 9640 7950 9570 464150 4184000000 2099000 20087000000 195651 0
20010503 9500 9500 9000 9010 142630 1306000000 2099000 18911000000 195651 0
20010504 8470 9000 8470 8600 117820 1018000000 2099000 18051000000 164721 0
20010507 8610 8850 8300 8480 103850 888000000 2099000 17799000000 169531 0
20010508 8460 8580 8430 8490 74160 630000000 2099000 17820000000 197031 0
20010509 8210 8490 8110 8160 47850 392000000 2099000 17127000000 197025 0
20010510 8250 9190 8120 9150 241790 2124000000 2099000 19205000000 197025 0
20010511 8900 9800 8900 9080 306570 2884000000 2099000 19058000000 197025 0
20010514 9070 9070 8500 8650 76610 664000000 2099000 18156000000 206025 0
20010515 8600 8980 8600 8740 64080 561000000 2099000 18345000000 230075 0
20010516 8510 9000 8510 8580 75670 655000000 2099000 18009000000 230075 0
20010517 8750 9040 8520 8760 132160 1152000000 2099000 18387000000 230075 0
20010518 8700 9010 8610 8950 124620 1100000000 2099000 18786000000 238795 0
20010521 9260 9260 9100 9180 106640 980000000 2099000 19268000000 238795 0
20010522 9180 9300 9030 9200 87460 800000000 2099000 19310000000 238795 0
20010523 9250 9310 9130 9300 63170 583000000 2099000 19520000000 267105 0
20010524 9240 9490 9200 9450 53020 495000000 2099000 19835000000 289615 0
20010525 9450 9570 9310 9550 57700 548000000 2099000 20045000000 309075 0
20010528 9600 9600 9270 9270 15630 146000000 2099000 19457000000 308314 0
20010529 9270 10000 9270 9810 85060 825000000 2099000 20591000000 349804 0
20010530 9660 11250 9660 11250 227650 2514000000 2099000 23613000000 397204 0
20010531 11800 12900 11350 12400 414180 5203000000 2099000 26027000000 398204 0
20010601 13100 13500 12200 12800 299560 3818000000 2099000 26867000000 387404 0
20010604 12200 12600 11500 11600 122520 1461000000 2099000 24348000000 387404 0
20010605 11200 12300 11150 11150 77790 909000000 2099000 23403000000 387404 0
20010607 10900 12700 10900 12000 113660 1326000000 2099000 25188000000 417214 0
20010608 12000 12600 12000 12600 126860 1572000000 2099000 26447000000 468674 0
20010611 12300 12400 12000 12200 31150 379000000 2099000 25607000000 468674 0
20010612 12400 12550 11900 12200 52480 638000000 2099000 25607000000 475714 0
20010613 12400 12500 12050 12350 24230 297000000 2099000 25922000000 481914 0
20010614 12100 13300 12100 12700 58020 742000000 2099000 26657000000 497654 0
20010615 12400 12900 12200 12500 44890 563000000 2099000 26237000000 504694 0
20010618 12300 12700 12300 12350 20770 257000000 2099000 25922000000 504694 0
20010619 12300 12400 12000 12050 33370 404000000 2099000 25292000000 494973 0
20010620 11850 12650 11850 12200 33850 414000000 2099000 25607000000 494973 0
20010621 12000 12500 11600 11850 23500 278000000 2099000 24873000000 494973 0
20010622 11100 11850 11100 11500 33050 381000000 2099000 24138000000 488973 0
20010625 11200 12200 11200 11850 34980 415000000 2099000 24873000000 488973 0
20010626 12100 12100 11300 11500 18250 210000000 2099000 24138000000 488973 0
20010627 11500 11500 11100 11250 26060 295000000 2099000 23613000000 482973 0
20010628 11400 11400 11100 11300 11870 133000000 2099000 23718000000 482973 0
20010629 11050 11550 11050 11450 18580 210000000 2099000 24033000000 490693 0
20010702 11200 11450 11000 11200 9930 110000000 2099000 23508000000 490693 0
20010703 11200 11350 11000 11000 12670 140000000 2099000 23089000000 490693 0
20010704 10850 10900 10500 10750 28090 299000000 2099000 22564000000 490693 0
20010705 10550 10950 10300 10300 13830 147000000 2099000 21619000000 490693 0
20010706 10050 10050 9710 9740 30570 302000000 2099000 20444000000 490693 0
20010709 9650 9680 9300 9480 24370 229000000 2099000 19898000000 490693 0
20010710 9770 9770 9400 9550 10680 102000000 2099000 20045000000 490693 0
20010711 9500 9500 9230 9360 36450 341000000 2099000 19646000000 483493 0
20010712 9450 9700 9450 9600 9810 94000000 2099000 20150000000 481393 0
20010713 9800 9850 9600 9650 11640 113000000 2099000 20255000000 478293 0
20010716 9650 9800 9550 9600 11730 113000000 2099000 20150000000 478293 0
20010718 9310 9600 9000 9400 41280 379000000 2099000 19730000000 503973 0
20010719 9200 9450 9150 9400 13920 130000000 2099000 19730000000 514163 0
20010720 9410 9600 9310 9350 6060 57000000 2099000 19625000000 514163 0
20010723 9250 9430 8900 9080 17570 159000000 2099000 19058000000 518673 0
20010724 8900 9050 8860 8930 18770 168000000 2099000 18744000000 524353 0
20010725 8930 9100 8930 9100 14920 135000000 2099000 19100000000 533403 0
20010726 9400 9990 9390 9990 38770 373000000 2099000 20969000000 561243 0
20010727 10300 10450 10100 10400 19020 196000000 2099000 21829000000 568743 0
20010730 10600 10600 9800 9850 3350 33000000 2099000 20675000000 568743 0
20010731 9650 9970 9650 9850 7590 75000000 2099000 20675000000 571903 0
20010801 9900 10300 9900 10300 11430 117000000 2099000 21619000000 571903 0
20010802 10500 10500 10100 10450 31950 329000000 2099000 21934000000 590353 0
20010803 10400 10500 10000 10250 13360 138000000 2099000 21514000000 590583 0
20010806 10250 10300 10050 10200 16220 166000000 2099000 21409000000 592283 0
20010807 10050 10350 10050 10350 7070 72000000 2099000 21724000000 592603 0
20010808 10350 10500 10200 10250 10720 111000000 2099000 21514000000 592603 0
20010809 10450 10450 10050 10250 11070 112000000 2099000 21514000000 593053 0
20010810 10250 10250 10000 10000 9610 97000000 2099000 20990000000 593053 0
20010813 10050 10200 10050 10200 7570 77000000 2099000 21409000000 593053 0
20010814 10100 10250 10050 10100 9660 98000000 2099000 21199000000 593053 0
20010816 10000 10200 10000 10200 9230 94000000 2099000 21409000000 593053 0
20010817 10200 10200 10000 10150 6390 65000000 2099000 21304000000 593053 0
20010820 9700 10100 9700 10000 10010 100000000 2099000 20990000000 597423 0
20010821 10000 10100 10000 10000 3750 38000000 2099000 20990000000 598823 0
20010822 10000 10100 9800 10050 8660 86000000 2099000 21094000000 603363 0
20010823 10000 10500 10000 10300 11500 117000000 2099000 21619000000 604663 0
20010824 10350 10350 10150 10350 6290 65000000 2099000 21724000000 604663 0
20010827 10500 10950 10500 10750 56400 605000000 2099000 22564000000 605293 0
20010828 10350 10750 10350 10750 10260 108000000 2099000 22564000000 606803 0
20010829 10550 10950 10500 10750 7750 83000000 2099000 22564000000 606933 0
20010830 10500 10600 10300 10500 7460 78000000 2099000 22039000000 611921 0
20010831 10500 10500 10150 10200 51650 540000000 2099000 21409000000 647831 0
20010903 10250 10800 10250 10600 15520 164000000 2099000 22249000000 655431 0
20010904 10700 11000 10650 11000 11860 128000000 2099000 23089000000 655431 0
20010905 11000 11300 11000 11300 23170 259000000 2099000 23718000000 655431 0
20010906 11300 11900 11300 11650 55880 660000000 2099000 24453000000 655431 0
20010907 11600 11800 11400 11800 21280 248000000 2099000 24768000000 655431 0
20010910 11800 11800 11600 11650 21850 254000000 2099000 24453000000 665671 0
20010911 11650 11700 11650 11650 10500 122000000 2099000 24453000000 671181 0
20010912 10000 10700 10000 10150 47830 486000000 2099000 21304000000 676431 0
20010913 10350 11300 10350 11200 19370 209000000 2099000 23508000000 676431 0
20010914 11000 11100 10600 10900 15800 172000000 2099000 22879000000 676431 0
20010917 10500 10800 10500 10650 10890 115000000 2099000 22354000000 680011 0
20010918 10500 11150 10500 11050 6290 69000000 2099000 23193000000 680061 0
20010919 11250 12000 11100 11800 32070 374000000 2099000 24768000000 690061 0
20010920 11800 11800 11500 11600 9020 104000000 2099000 24348000000 690061 0
20010921 11200 11700 11200 11700 7690 88000000 2099000 24558000000 690061 0
20010924 12000 12000 11500 11600 4910 57000000 2099000 24348000000 690061 0
20010925 11700 11950 11700 11950 19100 227000000 2099000 25083000000 690061 0
20010926 12100 12400 11750 12350 17100 208000000 2099000 25922000000 694951 0
20010927 12400 12600 12100 12600 30570 381000000 2099000 26447000000 695841 0
20010928 12300 12550 12300 12550 9400 117000000 2099000 26342000000 694781 0
20011004 12550 12600 12050 12050 23980 292000000 2099000 25292000000 686831 0
20011005 12000 12100 11700 11900 18240 217000000 2099000 24978000000 678161 0
20011008 11650 11700 11500 11550 15640 180000000 2099000 24243000000 678161 0
20011009 11600 11850 11600 11750 13240 155000000 2099000 24663000000 673721 0
20011010 11750 11800 11550 11750 6570 77000000 2099000 24663000000 675521 0
20011011 11750 11850 11600 11750 6150 72000000 2099000 24663000000 675521 0
20011012 11750 11750 11500 11750 13180 154000000 2099000 24663000000 675721 0
20011015 11650 11800 11500 11800 9320 109000000 2099000 24768000000 674991 0
20011016 11850 12000 11750 11800 12880 153000000 2099000 24768000000 674991 0
20011017 11850 12000 11800 11900 12460 148000000 2099000 24978000000 674991 0
20011018 11700 11900 11500 11900 30190 354000000 2099000 24978000000 675438 0
20011019 11650 11950 11550 11900 20370 240000000 2099000 24978000000 675438 0
20011022 12500 12500 11850 12200 5710 69000000 2099000 25607000000 675438 0
20011023 12400 13050 12200 13000 62880 802000000 2099000 27287000000 705438 0
20011024 13000 13300 12800 13300 44100 576000000 2099000 27916000000 743378 0
20011025 13300 14000 13200 14000 34630 475000000 2099000 29386000000 753898 0
20011026 14000 14000 13500 13600 15030 205000000 2099000 28546000000 763998 0
20011029 14000 14500 13900 14200 26270 373000000 2099000 29805000000 770988 0
20011030 13350 14000 13350 13750 7260 100000000 2099000 28861000000 775248 0
20011031 13900 14200 13850 14200 19590 276000000 2099000 29805000000 783648 0
20011101 14150 14150 13700 13800 7930 110000000 2099000 28966000000 783648 0
20011102 13800 14000 13750 13800 5610 78000000 2099000 28966000000 783648 0
20011105 13800 14000 13700 13900 13800 192000000 2099000 29176000000 783648 0
20011106 13850 14350 13850 14300 17440 247000000 2099000 30015000000 787758 0
20011107 14300 14450 13900 14350 13430 192000000 2099000 30120000000 793228 0
20011108 14450 14800 14000 14800 27360 388000000 2099000 31065000000 797828 0
20011109 14800 15000 14600 14900 16540 246000000 2099000 31275000000 805538 0
20011112 15300 15300 14200 15200 12260 185000000 2099000 31904000000 810448 0
20011113 14700 14750 14550 14600 2800 41000000 2099000 30645000000 810448 0
20011114 14300 14800 14300 14800 7950 116000000 2099000 31065000000 810298 0
20011115 14300 14650 14300 14300 16840 241000000 2099000 30015000000 810298 0
20011116 14500 14500 14050 14150 3590 51000000 2099000 29700000000 810298 0
20011119 14100 14500 14100 14200 2360 34000000 2099000 29805000000 810298 0
20011120 14200 14450 13800 13900 29170 410000000 2099000 29176000000 793488 0
20011121 14200 14450 14000 14400 17190 246000000 2099000 30225000000 800478 0
20011122 14600 14600 14050 14450 13370 193000000 2099000 30330000000 800478 0
