날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20170831.0 11096.0 11096.0 10981.0 11014.0 1030.0 12000000.0 800000.0 8811000000.0 0.0 -5.0
20170901.0 10971.0 10971.0 10971.0 10971.0 1.0 0.0 800000.0 8776000000.0 0.0 -1.0
20170904.0 10794.0 10909.0 10794.0 10909.0 11.0 0.0 800000.0 8727000000.0 0.0 -11.0
20170905.0 10866.0 10866.0 10866.0 10866.0 0.0 0.0 800000.0 8692000000.0 0.0 0.0
20170906.0 10842.0 10842.0 10842.0 10842.0 5.0 0.0 800000.0 8673000000.0 0.0 -5.0
20170907.0 10933.0 10933.0 10933.0 10933.0 0.0 0.0 800000.0 8746000000.0 0.0 0.0
20170908.0 10952.0 10952.0 10952.0 10952.0 0.0 0.0 800000.0 8761000000.0 0.0 0.0
20170911.0 11100.0 11100.0 11052.0 11052.0 4.0 0.0 800000.0 8841000000.0 0.0 -2.0
20170912.0 11100.0 11100.0 11072.0 11076.0 37.0 0.0 800000.0 8860000000.0 0.0 -37.0
20170913.0 11076.0 11076.0 11076.0 11076.0 7.0 0.0 800000.0 8860000000.0 0.0 7.0
20170914.0 11119.0 11119.0 11119.0 11119.0 0.0 0.0 800000.0 8895000000.0 0.0 0.0
20170915.0 11158.0 11158.0 11158.0 11158.0 0.0 0.0 800000.0 8926000000.0 0.0 0.0
20170918.0 11335.0 11335.0 11335.0 11335.0 0.0 0.0 800000.0 9068000000.0 0.0 0.0
20170919.0 11335.0 11335.0 11335.0 11335.0 0.0 0.0 800000.0 9068000000.0 0.0 0.0
20170920.0 11335.0 11335.0 11335.0 11335.0 0.0 0.0 800000.0 9068000000.0 0.0 0.0
20170921.0 11344.0 11344.0 11330.0 11330.0 2.0 0.0 800000.0 9064000000.0 0.0 -2.0
20170922.0 11287.0 11287.0 11287.0 11287.0 0.0 0.0 800000.0 9029000000.0 0.0 0.0
20170925.0 11287.0 11287.0 11287.0 11287.0 0.0 0.0 800000.0 9029000000.0 0.0 0.0
20170926.0 11229.0 11229.0 11229.0 11229.0 1.0 0.0 800000.0 8983000000.0 0.0 -1.0
20170927.0 11196.0 11196.0 11196.0 11196.0 1.0 0.0 800000.0 8956000000.0 0.0 -1.0
20170928.0 11196.0 11196.0 11196.0 11196.0 1.0 0.0 800000.0 8956000000.0 0.0 0.0
20170929.0 11249.0 11306.0 11249.0 11306.0 288.0 3000000.0 800000.0 9044000000.0 0.0 -188.0
20171010.0 11478.0 11478.0 11478.0 11478.0 5000.0 60000000.0 800000.0 9182000000.0 0.0 0.0
20171011.0 11631.0 11631.0 11631.0 11631.0 100.0 1000000.0 800000.0 9304000000.0 0.0 -100.0
20171012.0 11674.0 11674.0 11665.0 11665.0 11.0 0.0 800000.0 9332000000.0 0.0 -9.0
20171013.0 11756.0 11756.0 11669.0 11669.0 874.0 11000000.0 800000.0 9335000000.0 0.0 21.0
20171016.0 11746.0 11746.0 11741.0 11741.0 298.0 4000000.0 800000.0 9392000000.0 0.0 2.0
20171017.0 11741.0 11741.0 11741.0 11741.0 0.0 0.0 800000.0 9392000000.0 0.0 0.0
20171018.0 11779.0 11779.0 11760.0 11760.0 36.0 0.0 800000.0 9408000000.0 0.0 -36.0
20171019.0 11760.0 11770.0 11760.0 11760.0 28.0 0.0 800000.0 9408000000.0 0.0 -27.0
20171020.0 11756.0 11756.0 11756.0 11756.0 0.0 0.0 800000.0 9404000000.0 0.0 0.0
20171023.0 11756.0 11756.0 11751.0 11751.0 128.0 2000000.0 800000.0 9400000000.0 0.0 86.0
20171024.0 11799.0 11799.0 11799.0 11799.0 1.0 0.0 800000.0 9439000000.0 0.0 -1.0
20171025.0 11799.0 11799.0 11799.0 11799.0 0.0 0.0 800000.0 9439000000.0 0.0 0.0
20171026.0 11736.0 11736.0 11736.0 11736.0 72.0 1000000.0 800000.0 9388000000.0 0.0 72.0
20171027.0 11736.0 11736.0 11736.0 11736.0 10.0 0.0 800000.0 9388000000.0 0.0 7.0
20171030.0 11837.0 11846.0 11770.0 11779.0 126.0 2000000.0 800000.0 9423000000.0 0.0 -38.0
20171031.0 11822.0 11952.0 11822.0 11952.0 159.0 2000000.0 800000.0 9561000000.0 0.0 -49.0
20171101.0 12057.0 12109.0 12047.0 12047.0 10078.0 127000000.0 800000.0 9637000000.0 0.0 13.0
20171102.0 12100.0 12100.0 12052.0 12052.0 810.0 10000000.0 800000.0 9641000000.0 0.0 -810.0
20171103.0 12076.0 12076.0 12076.0 12076.0 0.0 0.0 800000.0 9660000000.0 0.0 0.0
20171106.0 12124.0 12124.0 12004.0 12062.0 56.0 1000000.0 800000.0 9649000000.0 0.0 -54.0
20171107.0 12042.0 12042.0 12023.0 12023.0 12.0 0.0 800000.0 9618000000.0 0.0 -12.0
20171108.0 12033.0 12033.0 12033.0 12033.0 50.0 1000000.0 800000.0 9626000000.0 0.0 50.0
20171109.0 12071.0 12071.0 11942.0 11942.0 1054.0 13000000.0 800000.0 9553000000.0 0.0 -89.0
