date,time,open,high,low,close,vol
20190315,0,236000,239200,232500,239200,82413
20190314,0,240500,247000,235500,235500,83577
20190313,0,242400,243500,235900,241400,73536
20190312,0,237000,247600,236200,243800,192902
20190311,0,227800,235000,227500,235000,72405
20190308,0,227200,231000,224500,227800,60158
20190307,0,231000,233100,227900,228100,35052
20190306,0,228500,233000,227700,230700,52675
20190305,0,234000,234000,226900,230000,73052
20190304,0,236000,237500,230900,234400,66810
20190228,0,235500,238300,233800,238300,98235
20190227,0,235400,235900,231000,235900,35948
20190226,0,234200,235500,230300,235500,44016
20190225,0,230700,234500,229000,234300,78249
20190222,0,224400,229000,223600,229000,48580
20190221,0,226700,227000,224100,225500,53484
20190220,0,228800,230100,226200,226600,71746
20190219,0,222000,235000,220800,227900,226956
20190218,0,221600,224400,220000,221500,48217
20190215,0,219700,222600,216700,221500,157293
20190214,0,218200,219800,216200,216400,61665
20190213,0,221000,223000,214100,219800,71890
20190212,0,226400,226400,217900,219500,121808
20190211,0,226700,234800,226700,228200,124931
20190208,0,220000,227400,218000,225500,140299
20190207,0,215500,222300,214700,221200,151981
20190201,0,212200,213700,210000,212700,62487
20190131,0,213300,215100,211600,212300,48939
20190130,0,213100,215400,211800,213500,36696
20190129,0,216300,216300,211600,215400,50394
20190128,0,212700,215300,210800,214400,75454
20190125,0,207400,212300,206100,209400,47266
20190124,0,205300,208600,203800,208600,49717
20190123,0,205500,205900,203400,205800,48354
20190122,0,205500,206100,203500,206000,33588
20190121,0,205900,208100,204300,205600,51036
20190118,0,208500,208500,202500,206500,74195
20190117,0,214800,215300,205800,209100,66824
20190116,0,213000,217600,211200,216000,82763
20190115,0,211400,212900,208400,212900,54176
20190114,0,208600,213000,204500,211600,57760
20190111,0,208500,209100,203600,208700,58963
20190110,0,200000,209800,199100,208500,136458
20190109,0,196000,203100,196000,200000,56144
20190108,0,199500,200100,195600,195800,38965
20190107,0,192600,199400,192200,199400,64370
20190104,0,191200,192500,187400,191500,70378
20190103,0,196700,197500,190200,191200,69363
20190102,0,202700,202900,196500,196500,58208
20181228,0,201000,204100,199300,201900,41428
20181227,0,202000,203800,199000,201000,66423
20181226,0,201500,203300,196900,199900,90341
20181224,0,205000,207300,203600,204000,44228
20181221,0,210000,210200,201800,207500,143575
20181220,0,209700,213500,207100,211200,64729
20181219,0,209100,213400,207600,211100,56902
20181218,0,209500,211500,207400,209000,57353
20181217,0,209000,212800,208900,211500,44323
20181214,0,214300,215400,211000,211500,42286
20181213,0,217200,218100,211200,215400,186064
20181212,0,213000,217900,212300,217200,60063
20181211,0,209500,212100,206600,210900,78966
20181210,0,215200,215600,209400,210100,49378
20181207,0,218000,218400,215500,218000,36116
20181206,0,223500,224500,215500,215500,57758
20181205,0,227300,227900,224200,224600,62190
20181204,0,233800,233900,229200,232000,67622
20181203,0,232800,234000,229300,234000,78265
20181130,0,224900,233000,221600,233000,124738
20181129,0,222000,226600,220100,222900,86404
20181128,0,215900,218500,214200,218500,44875
20181127,0,214600,215500,213100,214900,45227
20181126,0,211900,215300,210600,214000,38249
20181123,0,213800,215500,210500,211900,31430
20181122,0,214000,215400,212200,215200,32449
20181121,0,210900,214200,208300,214000,54170
20181120,0,216500,216600,212300,212500,75882
20181119,0,217000,221700,215200,219500,53479
20181116,0,223000,223000,213700,217300,102685
