date,time,open,high,low,close,vol
20190315,0,176000,179000,175500,177000,136895
20190314,0,176500,177500,173500,176000,117025
20190313,0,174000,176500,173500,175500,45664
20190312,0,177500,178000,174000,174500,84428
20190311,0,175500,177000,173000,176000,78655
20190308,0,175000,178000,175000,176000,59813
20190307,0,177500,178500,176000,176000,62929
20190306,0,180500,181500,177000,177500,131649
20190305,0,179000,182500,178000,182000,100091
20190304,0,180500,182500,179000,180000,116734
20190228,0,181500,183000,180000,180000,120663
20190227,0,180000,183000,179500,181500,118294
20190226,0,178500,180000,178000,179500,85874
20190225,0,179500,180000,177500,178500,72140
20190222,0,178000,180500,177500,179500,88188
20190221,0,178000,181000,177500,178000,102833
20190220,0,179000,179000,176000,178500,116516
20190219,0,180000,180000,177500,179000,75961
20190218,0,177500,179500,176000,179500,133261
20190215,0,180000,180000,176000,177000,143215
20190214,0,174500,182000,173000,182000,262827
20190213,0,172500,175500,171000,175500,117875
20190212,0,174500,176500,170500,172500,191758
20190211,0,177500,178500,175000,175500,142246
20190208,0,179000,180500,176000,177500,162451
20190207,0,180000,180500,178500,178500,138640
20190201,0,186000,187000,178000,180000,473212
20190131,0,194000,194500,191500,192000,98913
20190130,0,188500,193000,186000,193000,138020
20190129,0,190000,192000,186500,188500,106400
20190128,0,192000,192500,190000,191000,71708
20190125,0,191000,193500,190000,193000,63488
20190124,0,191500,193000,191000,192500,61113
20190123,0,191000,194000,190000,193000,67912
20190122,0,191000,192000,187000,191500,110785
20190121,0,192500,193000,190500,191500,57443
20190118,0,193000,193500,191000,192500,83266
20190117,0,196500,198000,190500,193000,108060
20190116,0,196500,199500,196500,198000,63227
20190115,0,194000,203500,193000,197500,131644
20190114,0,192000,194000,188000,193000,68565
20190111,0,192000,194000,189000,191500,69020
20190110,0,196500,198000,193000,193500,70362
20190109,0,196500,200000,194000,199500,70444
20190108,0,194000,199000,192500,196000,101244
20190107,0,194500,197000,188000,191500,87650
20190104,0,186500,197000,186000,194000,138010
20190103,0,181500,187000,181000,186500,83959
20190102,0,182000,185000,179000,180000,68572
20181228,0,183000,185000,181500,182500,45473
20181227,0,181000,185500,179000,184000,50016
20181226,0,184000,186000,181000,181500,65659
20181224,0,185000,187500,183500,186500,37537
20181221,0,192500,193000,184000,186500,83617
20181220,0,192000,193500,188000,190000,66417
20181219,0,190000,192000,188500,192000,58445
20181218,0,187500,191000,185500,187500,73556
20181217,0,183000,187500,181500,187500,80930
20181214,0,181500,184000,181500,182500,64560
20181213,0,184000,185000,181000,181500,174253
20181212,0,185500,186000,181000,184000,114978
20181211,0,184000,186000,182500,184500,56255
20181210,0,192500,192500,182500,183500,167871
20181207,0,190000,193000,188000,192500,61356
20181206,0,194500,194500,186500,189500,86524
20181205,0,191500,194500,190500,193500,57284
20181204,0,193500,194500,190500,192000,64050
20181203,0,195500,196500,193000,194000,90759
20181130,0,193500,195000,191500,195000,121569
20181129,0,191500,195500,191000,194000,135761
20181128,0,190500,191000,187000,188500,77209
20181127,0,190000,192500,188500,190000,62240
20181126,0,188500,191500,187500,189500,82185
20181123,0,186500,188000,185000,186500,53648
20181122,0,187500,187500,183500,186500,68458
20181121,0,190000,191500,182500,186500,153431
20181120,0,194000,194500,190500,191500,54301
20181119,0,193000,195000,192500,194500,54803
20181116,0,196500,197500,191000,194000,66858
20181115,0,191000,194000,190000,193500,55299
20181114,0,190500,193500,188000,190500,86902
20181113,0,190000,192500,188000,191000,103293
20181112,0,200000,200000,190500,193000,154063
20181109,0,207000,212000,200500,202500,76483
20181108,0,207500,213000,207500,208500,91040
20181107,0,208000,212500,203000,207000,82481
20181106,0,203500,208000,201000,208000,72984
20181105,0,203500,205500,198000,201500,53475
20181102,0,202500,207500,202000,203000,80322
20181101,0,207000,211500,202500,203000,100375
20181031,0,195500,212500,195500,204500,190614
20181030,0,196000,197500,190000,194500,76108
20181029,0,196000,199000,194000,196000,56472
20181026,0,201000,205000,189000,193500,111961
20181025,0,203000,206000,198500,201000,93987
20181024,0,211500,211500,206000,209500,78478
20181023,0,213000,215000,204500,208500,96826
20181022,0,209000,217500,205000,216000,79330
20181019,0,208000,211000,201500,210000,57150
20181018,0,205500,213000,204000,208500,75484
20181017,0,212000,213500,206000,206000,69622
20181016,0,208000,214500,204500,211500,67279
20181015,0,203000,209000,201000,206500,61792
20181012,0,205000,210000,203000,203500,92297
20181011,0,206000,209500,202500,205500,96254
20181010,0,213000,214500,210000,212500,81448
20181008,0,220000,220000,214000,215000,89776
20181005,0,210500,221000,207000,219500,200989
20181004,0,210000,213500,205000,210000,142022
20181002,0,210500,213500,206500,209000,91722
20181001,0,208500,216000,208000,210500,188023
20180928,0,199000,212000,199000,207500,313911
20180927,0,190500,197500,190500,197000,159278
20180921,0,190000,191000,188500,190500,137305
20180920,0,190500,194000,187500,188000,176440
20180919,0,193000,194500,190000,191500,95404
20180918,0,199000,199000,192500,193500,218882
20180917,0,201500,202500,200000,201000,60581
20180914,0,200500,203000,200500,201500,83626
20180913,0,198500,201500,196500,201000,130251
20180912,0,197500,199500,195000,197000,89985
20180911,0,200500,201500,195000,195500,185568
20180910,0,205000,205500,200000,201000,168561
20180907,0,209500,210500,205500,207000,100460
20180906,0,208500,212500,208000,209000,38570
20180905,0,211500,214500,208000,209000,88739
20180904,0,212000,212500,208500,211500,46128
20180903,0,212500,214000,211000,211500,39679
20180831,0,214000,215000,211000,214500,67902
20180830,0,217000,218000,212500,214500,86924
20180829,0,224000,224000,218500,219500,81793
20180828,0,217000,226500,215500,221500,206599
20180827,0,210500,213000,208000,211000,80081
20180824,0,207500,211000,206000,210500,50163
20180823,0,212500,215000,205500,207500,121534
20180822,0,212000,215500,211500,212500,47696
20180821,0,213000,216500,210000,212000,94455
20180820,0,208000,213500,206500,212500,100227
20180817,0,206000,209500,205000,207000,90058
20180816,0,206000,209000,200500,204000,168909
20180814,0,219500,219500,212000,212000,85898
20180813,0,218500,220000,216000,217500,82878
20180810,0,225000,225000,217000,218000,144912
20180809,0,224500,227000,220000,226000,130973
20180808,0,221500,224000,221000,223500,43254
20180807,0,225500,230000,220500,221000,112997
20180806,0,220500,229000,220500,226500,133944
20180803,0,221500,222000,218000,219500,73585
20180802,0,223500,226500,222500,222500,48477
20180801,0,219500,225000,219000,224500,56985
20180731,0,222500,225000,218000,218500,75971
20180730,0,218000,225500,218000,222500,81506
20180727,0,224000,224000,218000,218000,72697
20180726,0,225000,227000,220000,222000,76120
20180725,0,230000,231500,223000,224500,74458
20180724,0,230500,231000,225500,229500,43706
20180723,0,227500,230000,225000,228000,51567
20180720,0,218500,227000,218500,227000,58771
20180719,0,225500,230000,219000,220000,66457
20180718,0,222000,231000,220000,227000,136709
20180717,0,216000,222500,214500,221000,130944
20180716,0,220500,221000,212000,216000,199476
20180713,0,219000,221500,218000,220500,151053
20180712,0,234000,234500,216500,218500,339363
20180711,0,241000,244500,234000,235000,108479
20180710,0,241000,245000,240000,245000,64422
20180709,0,243500,246000,240000,242000,55008
20180706,0,246500,251000,242500,245500,74857
20180705,0,253000,255000,246000,248000,38715
20180704,0,244500,255500,244500,253500,44708
20180703,0,251000,251000,244000,248500,43649
20180702,0,254500,254500,245500,248000,57053
20180629,0,254000,256500,245500,254500,104066
20180628,0,253500,265500,252000,256000,232862
20180627,0,244000,251500,241500,248000,66538
20180626,0,245000,250500,244000,246000,82041
20180625,0,237500,248000,237500,242500,64947
20180622,0,235000,240500,234000,239000,65560
20180621,0,238500,241500,235000,238000,90387
20180620,0,243000,248500,242500,242500,88264
20180619,0,241000,247500,238000,242500,131172
20180618,0,239500,242000,237000,238000,68801
20180615,0,246500,246500,239000,239000,107340
20180614,0,251000,252500,247000,247500,97988
20180612,0,250500,255000,249000,252000,50059
20180611,0,249500,249500,243000,249000,57191
20180608,0,250000,254000,246000,248500,84661
20180607,0,244000,250000,243000,249500,98698
20180605,0,241500,247000,240500,242000,79398
20180604,0,249000,249500,236500,242000,228469
20180601,0,250000,251000,247000,249000,86684
20180531,0,260500,262000,247000,250000,184908
20180530,0,263500,267000,259500,260000,62424
20180529,0,260500,269000,258000,267000,51122
20180528,0,261500,263000,257000,261500,58513
20180525,0,266500,268500,258500,262000,74227
20180524,0,267000,271000,264000,267000,49974
20180523,0,270500,273000,266000,266000,76813
20180521,0,271500,279500,271500,277000,126708
20180518,0,260000,272500,260000,271500,140670
20180517,0,259000,266500,258500,259500,59846
20180516,0,259500,260000,254500,259000,80294
20180515,0,265500,266000,261500,261500,46160
20180514,0,262000,269000,262000,268000,67188
20180511,0,266500,270500,258000,261000,155232
20180510,0,255500,271500,255500,270000,147645
20180509,0,260000,263000,256000,257000,63130
20180508,0,264500,266500,259000,261500,83937
20180504,0,263500,270500,263500,265500,56841
20180503,0,270000,271500,263000,264500,73788
20180502,0,271000,272500,266500,271500,45198
20180430,0,267000,272500,266000,270000,53984
20180427,0,266500,270000,264000,264500,52785
20180426,0,269000,271000,266500,268500,46129
20180425,0,271500,271500,263500,269000,47212
20180424,0,268000,274500,268000,270000,80276
20180423,0,265500,268500,263500,266500,65134
20180420,0,267000,268000,262000,267000,96518
20180419,0,273000,275000,267500,268000,95912
20180418,0,272500,276000,271000,274000,54643
20180417,0,276500,278500,272000,273000,46923
20180416,0,280000,281500,276000,278000,34578
20180413,0,275000,281500,275000,280000,56282
20180412,0,280000,281000,273000,276500,102251
20180411,0,286500,288000,281000,281000,94912
20180410,0,285500,292000,283000,290500,62953
20180409,0,290500,290500,283500,288000,60069
20180406,0,283500,288000,279000,287500,75373
20180405,0,290500,295000,280000,283500,130373
20180404,0,283000,291500,282000,289500,141013
20180403,0,274000,286000,270500,284000,136722
20180402,0,272500,276000,270000,273500,103311
20180330,0,270500,276000,270500,273500,83224
20180329,0,270000,271500,266500,270500,99913
20180328,0,269000,273500,266000,270500,95592
20180327,0,277000,277000,268000,269500,139586
20180326,0,275000,277000,267000,276500,100775
20180323,0,275500,278500,271500,278000,84040
20180322,0,280500,284000,278000,279500,55081
20180321,0,280500,285500,280500,281000,46716
20180320,0,279500,285000,277000,283000,58345
20180319,0,288000,288000,277000,280500,117280
20180316,0,283500,290000,282000,287000,125332
20180315,0,280000,283500,274500,282000,118651
20180314,0,282500,283000,276000,281000,77834
20180313,0,286500,287000,281000,282000,117945
20180312,0,305000,305000,286000,286500,186601
20180309,0,295500,305500,291000,305000,83861
20180308,0,297500,303500,288500,294000,116457
20180307,0,294000,300000,293000,293000,84469
20180306,0,299000,303000,293500,297500,86213
20180305,0,309500,317000,295500,298500,108244
20180302,0,298500,314000,298000,312000,95962
20180228,0,302000,313000,302000,304000,111129
20180227,0,312500,319500,306000,307500,100801
20180226,0,315000,323500,310500,317500,130535
20180223,0,301000,310000,297500,310000,111962
20180222,0,296500,301000,292500,297500,61975
20180221,0,297500,304500,288500,300500,111963
20180220,0,295500,301500,293000,295000,58255
20180219,0,296500,300500,286500,299000,116346
20180214,0,280000,291000,280000,286000,115711
20180213,0,277000,281000,273000,278500,83851
20180212,0,279000,286000,270000,280000,104740
20180209,0,275000,282000,274500,279000,89130
20180208,0,280500,285000,272000,282000,126115
20180207,0,285000,292500,278500,280000,122337
20180206,0,280500,288000,275500,285000,109165
20180205,0,289000,289000,282500,284000,55264
20180202,0,291000,292500,285000,289000,79557
20180201,0,288500,295500,286000,291500,111459
20180131,0,300000,301500,287500,291000,131660
20180130,0,300000,302500,292000,296000,94717
20180129,0,305500,311000,294500,299000,222747
20180126,0,255000,297000,255000,294500,515536
20180125,0,259000,259500,254000,256000,133420
20180124,0,260500,262000,259500,259500,69112
20180123,0,262500,264500,259500,261500,79048
20180122,0,265000,266000,259000,264000,73601
20180119,0,261000,266000,260500,266000,68670
20180118,0,260500,264000,259000,260500,72523
20180117,0,258000,266500,258000,260500,120347
20180116,0,262000,265000,257000,258500,107372
20180115,0,269500,271500,262000,263000,70057
20180112,0,273500,279500,268500,269000,86650
20180111,0,280000,280000,268500,276000,93438
20180110,0,273000,279500,273000,278500,58278
20180109,0,268000,275500,266000,275000,66331
20180108,0,260000,273500,259000,271500,81519
20180105,0,260000,260500,256000,259000,58026
20180104,0,264000,264500,255000,259000,78635
20180103,0,255000,263000,255000,260000,63619
20180102,0,272000,273000,260500,262000,62482
20171228,0,265500,271000,264500,271000,46093
20171227,0,263500,270500,260000,268000,40467
