날짜 시간 시가 고가 저가 종가 거래량
20200803 901 37400 38500 37400 38500 297
20200803 902 38450 38450 37500 37900 117
20200803 903 37850 37850 37850 37850 1
20200803 904 37900 37900 37900 37900 1
20200803 905 37750 37800 37750 37800 10
20200803 906 37700 37800 37700 37800 3
20200803 907 37700 37800 37400 37450 229
20200803 908 37350 37750 36200 36550 1547
20200803 909 36500 36500 36200 36200 272
20200803 911 36850 36850 36450 36450 1200
20200803 912 36450 36850 36100 36850 1986
20200803 913 36600 36800 36550 36550 121
20200803 914 36600 36600 36550 36550 328
20200803 915 36550 36850 36550 36850 404
20200803 916 36900 36950 36900 36950 192
20200803 917 36900 37350 36900 37350 85
20200803 918 37100 37300 36950 37000 177
20200803 919 36900 37000 36850 36900 247
20200803 920 36900 36900 36900 36900 5
20200803 922 36900 37100 36900 37100 58
20200803 923 37100 37100 37100 37100 57
20200803 924 37100 37300 37100 37200 46
20200803 925 37200 37200 37200 37200 3
20200803 926 37000 37000 37000 37000 11
20200803 927 37000 37000 37000 37000 6
20200803 928 37000 37000 37000 37000 5
20200803 930 37000 37350 37000 37300 171
20200803 931 37300 37500 37200 37200 434
20200803 932 37500 37500 37500 37500 31
20200803 933 37500 37600 37500 37600 2
20200803 934 37600 37600 37600 37600 1
20200803 936 37700 37700 37300 37300 19
20200803 937 37400 37400 37250 37250 81
20200803 938 37300 37300 37250 37250 9
20200803 939 37250 37700 37000 37700 727
20200803 940 37700 37950 37700 37850 174
20200803 941 37800 37800 37750 37750 8
20200803 942 37650 37750 37250 37650 86
20200803 943 37550 37700 37550 37700 80
20200803 944 37600 37700 36800 37700 590
20200803 945 37650 37700 37600 37700 184
20200803 946 37650 37650 37650 37650 13
20200803 947 37600 37600 37500 37500 43
20200803 948 37550 37550 37550 37550 1
20200803 950 37550 37650 37550 37650 163
20200803 951 37550 37650 37550 37650 64
20200803 952 37650 37650 37650 37650 1
20200803 953 37600 37650 37600 37650 7
20200803 954 37650 37650 37600 37650 14
20200803 955 37650 37800 37650 37800 76
20200803 956 37800 37800 37650 37750 248
20200803 957 37750 37750 37750 37750 4
20200803 958 37750 37750 37750 37750 1
20200803 959 37700 37750 37550 37750 43
20200803 1001 37550 37550 37450 37450 80
20200803 1003 37550 37550 37550 37550 1
20200803 1005 37450 37450 37300 37300 45
20200803 1006 37300 37300 37300 37300 22
20200803 1010 37550 37550 37550 37550 1
20200803 1011 37550 37550 37550 37550 10
20200803 1012 37550 37550 37550 37550 20
20200803 1013 37550 37550 37550 37550 111
20200803 1014 37650 37700 37650 37700 118
20200803 1015 37750 37750 37750 37750 54
20200803 1016 37750 37800 37750 37800 97
20200803 1017 37700 37750 37700 37700 115
20200803 1018 37700 37700 37700 37700 179
20200803 1019 37700 37700 37700 37700 88
20200803 1020 37650 37650 37650 37650 21
20200803 1021 37800 37800 37650 37650 14
20200803 1024 37650 37650 37650 37650 2
20200803 1025 37650 37650 37650 37650 25
20200803 1030 37650 37700 37500 37650 238
20200803 1031 37550 37550 37450 37450 210
20200803 1032 37450 37450 37450 37450 201
20200803 1033 37700 37700 37700 37700 12
20200803 1034 37700 37700 37700 37700 1
20200803 1036 37700 37700 37700 37700 49
20200803 1037 37750 37750 37750 37750 81
20200803 1038 37750 37750 37750 37750 1
20200803 1040 37700 37750 37550 37750 159
20200803 1041 37750 37750 37750 37750 1
20200803 1044 37700 37750 37700 37750 6
20200803 1045 37750 37750 37750 37750 71
20200803 1046 37750 37750 37750 37750 100
20200803 1049 37750 37750 37750 37750 1
20200803 1050 37750 37800 37750 37800 13
20200803 1051 37750 37750 37750 37750 15
20200803 1052 37800 37800 37800 37800 1
20200803 1053 37800 37800 37700 37800 5
20200803 1054 37700 37750 37700 37750 256
20200803 1055 37800 38150 37800 38150 772
20200803 1056 38150 38350 38150 38350 409
20200803 1057 38300 38550 38250 38550 1024
20200803 1058 38550 38550 38250 38250 547
20200803 1059 38250 38350 38250 38350 282
20200803 1100 38250 38350 38200 38200 177
20200803 1101 38150 38150 38000 38000 3
20200803 1102 37950 38150 37900 38150 11
20200803 1104 38150 38150 37900 37900 136
20200803 1105 38150 38150 38050 38050 23
20200803 1106 38050 38050 38050 38050 10
20200803 1107 38050 38050 37700 37700 477
20200803 1108 37750 37950 37750 37950 32
20200803 1109 37750 38500 37750 38500 599
20200803 1110 38450 38450 37950 37950 82
20200803 1111 37950 37950 37800 37800 93
20200803 1112 38150 38150 38150 38150 1
20200803 1114 38050 38050 38050 38050 2
20200803 1115 38100 38100 38100 38100 38
20200803 1116 37900 37900 37850 37850 39
20200803 1118 37850 37850 37850 37850 68
20200803 1119 37900 37900 37900 37900 176
20200803 1120 37900 37900 37900 37900 50
20200803 1123 37850 37850 37800 37800 80
20200803 1124 37800 37800 37800 37800 8
20200803 1127 37800 37800 37800 37800 155
20200803 1129 37800 37800 37800 37800 160
20200803 1132 37800 37800 37800 37800 1
20200803 1133 37800 37800 37700 37700 251
20200803 1134 37700 37700 37700 37700 2
20200803 1135 37700 37700 37700 37700 1
20200803 1136 37700 37700 37700 37700 28
20200803 1137 37700 37700 37600 37600 558
20200803 1138 37950 37950 37950 37950 3
20200803 1139 37600 37650 37600 37650 3
20200803 1140 37650 37650 37650 37650 1
20200803 1141 37650 37650 37650 37650 20
20200803 1143 37650 37650 37650 37650 6
20200803 1144 37600 37600 37600 37600 51
20200803 1145 37600 37600 37550 37550 36
20200803 1148 37550 37550 37550 37550 5
20200803 1149 37550 37550 37550 37550 121
20200803 1150 37600 37600 37550 37550 188
20200803 1151 37550 37550 37550 37550 1
20200803 1152 37650 37650 37550 37600 17
20200803 1153 37600 37600 37600 37600 1
20200803 1154 37650 37650 37500 37500 328
20200803 1155 37500 37500 37450 37450 31
20200803 1156 37450 37550 37450 37550 133
20200803 1157 37550 37550 37550 37550 1
20200803 1158 37450 37450 37450 37450 12
20200803 1159 37450 37650 37450 37650 39
20200803 1200 37700 37700 37700 37700 1
20200803 1201 37700 37750 37700 37750 23
20200803 1202 37750 37850 37750 37850 9
20200803 1203 37800 37800 37800 37800 1
20200803 1207 37750 37800 37700 37800 115
20200803 1210 37750 37800 37750 37800 2
20200803 1212 37750 37750 37750 37750 1
20200803 1218 37750 37750 37750 37750 52
20200803 1219 37750 37750 37750 37750 52
20200803 1220 37750 37750 37750 37750 1
20200803 1221 37750 37750 37750 37750 4
20200803 1223 37750 37750 37750 37750 52
