colname,meanP,stdP
Chande Momentum Oscillator_10,9.546309729379256,41.682240183558704
"Chaikin's Volatility_14,14",9.202859703527327,49.01087517963793
CompuTrac Volatility_10,104.54507154332823,44.200735953910694
RCI_18,15.422312105374113,62.34879613426632
"RSI_종가,14",54.33464301705719,13.035350488065392
"RSI(simple)_종가,14",55.114805143274054,18.144832695384057
"TRIX기울기_종가,14",0.000511037564818707,0.039445361079075925
VHF_14,0.45679868804122586,0.16124897028129304
CCI_14,22.723729144816623,108.6906219162864
