날짜 시간 시가 고가 저가 종가 거래량
20200128 901 1302000 1306000 1298000 1304000 4994
20200128 902 1300000 1306000 1297000 1306000 1752
20200128 903 1306000 1309000 1301000 1302000 925
20200128 904 1301000 1305000 1281000 1299000 1475
20200128 905 1299000 1301000 1296000 1297000 659
20200128 906 1297000 1297000 1283000 1283000 620
20200128 907 1284000 1284000 1268000 1268000 918
20200128 908 1268000 1269000 1267000 1267000 974
20200128 909 1267000 1273000 1267000 1273000 1472
20200128 910 1273000 1274000 1269000 1269000 981
20200128 911 1269000 1269000 1266000 1268000 1729
20200128 912 1267000 1269000 1265000 1268000 732
20200128 913 1268000 1268000 1260000 1262000 2176
20200128 914 1261000 1262000 1259000 1261000 552
20200128 915 1261000 1262000 1259000 1260000 365
20200128 916 1260000 1267000 1259000 1266000 1250
20200128 917 1266000 1266000 1264000 1265000 448
20200128 918 1264000 1264000 1262000 1262000 209
20200128 919 1262000 1263000 1260000 1261000 622
20200128 920 1262000 1266000 1261000 1266000 165
20200128 921 1265000 1268000 1265000 1267000 561
20200128 922 1266000 1267000 1265000 1266000 630
20200128 923 1265000 1267000 1265000 1267000 899
20200128 924 1267000 1269000 1266000 1267000 504
20200128 925 1268000 1268000 1266000 1266000 494
20200128 926 1266000 1266000 1264000 1265000 343
20200128 927 1264000 1270000 1264000 1269000 397
20200128 928 1269000 1275000 1269000 1275000 237
20200128 929 1275000 1278000 1275000 1276000 559
20200128 930 1275000 1276000 1271000 1271000 392
20200128 931 1272000 1272000 1270000 1270000 161
20200128 932 1270000 1271000 1270000 1270000 78
20200128 933 1271000 1274000 1270000 1273000 1006
20200128 934 1272000 1273000 1272000 1273000 50
20200128 935 1272000 1273000 1272000 1273000 74
20200128 936 1272000 1274000 1272000 1274000 181
20200128 937 1273000 1276000 1273000 1276000 149
20200128 938 1276000 1277000 1276000 1276000 173
20200128 939 1277000 1279000 1277000 1279000 457
20200128 940 1279000 1280000 1277000 1277000 582
20200128 941 1277000 1278000 1275000 1276000 302
20200128 942 1275000 1279000 1275000 1277000 369
20200128 943 1277000 1278000 1277000 1278000 63
20200128 944 1277000 1278000 1277000 1277000 113
20200128 945 1277000 1278000 1277000 1277000 141
20200128 946 1277000 1278000 1277000 1278000 181
20200128 947 1277000 1278000 1277000 1277000 111
20200128 948 1277000 1278000 1277000 1278000 85
20200128 949 1277000 1278000 1277000 1278000 90
20200128 950 1277000 1278000 1277000 1277000 96
20200128 951 1277000 1278000 1277000 1277000 62
20200128 952 1278000 1278000 1277000 1277000 738
20200128 953 1278000 1278000 1277000 1277000 64
20200128 954 1277000 1278000 1277000 1278000 87
20200128 955 1277000 1278000 1276000 1276000 964
20200128 956 1275000 1276000 1273000 1273000 1145
20200128 957 1273000 1274000 1273000 1274000 95
20200128 958 1274000 1275000 1273000 1275000 478
20200128 959 1275000 1275000 1274000 1275000 131
20200128 1000 1274000 1275000 1274000 1274000 117
20200128 1001 1275000 1275000 1274000 1275000 238
20200128 1002 1274000 1276000 1274000 1275000 201
20200128 1003 1275000 1276000 1275000 1276000 162
20200128 1004 1275000 1276000 1275000 1275000 557
20200128 1005 1275000 1275000 1274000 1274000 220
20200128 1006 1274000 1275000 1273000 1273000 624
20200128 1007 1274000 1274000 1272000 1272000 368
20200128 1008 1272000 1273000 1271000 1271000 520
20200128 1009 1271000 1272000 1271000 1271000 137
20200128 1010 1271000 1272000 1271000 1271000 198
20200128 1011 1271000 1272000 1271000 1271000 184
20200128 1012 1271000 1272000 1271000 1271000 205
20200128 1013 1271000 1272000 1271000 1271000 133
20200128 1014 1271000 1272000 1271000 1271000 317
20200128 1015 1271000 1272000 1271000 1271000 154
20200128 1016 1271000 1271000 1270000 1270000 553
20200128 1017 1270000 1270000 1269000 1269000 1696
20200128 1018 1269000 1270000 1269000 1269000 100
20200128 1019 1269000 1270000 1269000 1269000 102
20200128 1020 1270000 1270000 1269000 1270000 57
20200128 1021 1269000 1270000 1269000 1269000 168
20200128 1022 1269000 1270000 1269000 1269000 131
20200128 1023 1269000 1270000 1269000 1269000 103
20200128 1024 1269000 1270000 1269000 1270000 200
20200128 1025 1270000 1270000 1269000 1270000 117
20200128 1026 1269000 1270000 1269000 1269000 78
20200128 1027 1269000 1270000 1269000 1269000 86
20200128 1028 1270000 1270000 1269000 1269000 82
20200128 1029 1269000 1270000 1269000 1270000 123
20200128 1030 1269000 1270000 1269000 1269000 107
20200128 1031 1269000 1270000 1269000 1270000 91
20200128 1032 1269000 1270000 1269000 1269000 231
20200128 1033 1269000 1270000 1269000 1269000 192
20200128 1034 1269000 1270000 1269000 1269000 91
