date,time,open,high,low,close,vol
20190315,0,50400,52200,49800,50700,1686497
20190314,0,50300,51000,50200,50400,700416
20190313,0,51000,51100,49900,50000,622022
20190312,0,51600,52400,51000,51100,690085
20190311,0,51000,51300,49750,51100,727591
20190308,0,51700,52400,51000,51100,589480
20190307,0,52500,53300,51800,52200,784079
20190306,0,54100,54200,52500,52700,1180569
20190305,0,54300,54700,53600,54100,920458
20190304,0,55000,56800,54100,54300,2350983
20190228,0,62400,62700,56200,57200,1900149
20190227,0,62800,62900,61600,62200,449368
20190226,0,61900,63000,61800,62300,613093
20190225,0,63600,64200,61300,61400,1033706
20190222,0,62400,63800,62100,63600,520756
20190221,0,63700,63800,61100,62800,812042
20190220,0,64000,64200,63100,63500,506569
20190219,0,62900,64300,62900,63300,519134
20190218,0,63300,63300,62500,62800,324790
20190215,0,62000,62900,61700,62500,431320
20190214,0,62900,63300,60900,62400,921888
20190213,0,63500,63800,62600,62900,427807
20190212,0,63500,64800,62800,63000,598606
20190211,0,65000,65400,64000,64000,481939
20190208,0,64200,65200,64000,64300,534123
20190207,0,66500,67000,64500,65000,875076
20190201,0,62500,65000,62400,64500,1151133
20190131,0,62500,62700,61400,62200,537369
20190130,0,60600,61900,60200,61800,679357
20190129,0,61900,62100,59700,59800,848679
20190128,0,62700,63900,61800,62100,594196
20190125,0,61100,62800,60700,62400,632724
20190124,0,61200,61500,60400,61200,440369
20190123,0,59400,60800,59300,60800,449805
20190122,0,60700,61100,59700,59900,450681
20190121,0,61200,62100,60300,60400,481924
20190118,0,61100,61400,60200,60800,454029
20190117,0,61700,62200,60100,60700,665620
20190116,0,61300,62200,60800,61400,601890
20190115,0,60800,61100,60100,60900,572027
20190114,0,60000,61000,59600,60900,931084
20190111,0,58500,59500,58100,59200,746393
20190110,0,59000,59000,57700,58600,666066
20190109,0,57900,58700,57500,58500,635971
20190108,0,57500,58800,56300,57300,1074658
20190107,0,56500,57100,55800,57000,739807
20190104,0,53900,55300,52900,55000,651900
20190103,0,53300,55600,52200,53900,1077420
20190102,0,56500,56700,53000,53100,827314
20181228,0,53300,55900,53300,54600,749644
20181227,0,52700,54000,52400,53700,826958
20181226,0,52600,53400,51500,51600,994770
20181224,0,55100,55200,52400,53700,1210961
20181221,0,57000,57100,54800,54900,1074236
20181220,0,56300,57400,55700,56600,923455
20181219,0,59100,59400,55600,55900,1264834
20181218,0,56300,60200,56200,58400,1525005
20181217,0,57800,58200,56000,56800,763133
20181214,0,58400,58800,57000,57700,672678
20181213,0,56300,58300,56000,57700,1174603
20181212,0,55000,57400,55000,56000,656404
20181211,0,55900,56300,53800,55800,759517
20181210,0,55500,56600,54800,55700,629058
20181207,0,56100,57600,56000,56900,709950
20181206,0,56500,56900,54900,55300,650466
20181205,0,57400,58900,56000,56600,1192854
20181204,0,57800,59100,57500,58400,865819
20181203,0,56200,58500,55600,57700,1015875
20181130,0,54700,55200,53900,55000,587995
20181129,0,55200,55600,54400,54700,658363
20181128,0,53400,54300,53300,54300,539721
20181127,0,52000,53800,51500,53600,694404
20181126,0,53600,54100,51600,51900,766909
20181123,0,53100,54700,52400,52600,714327
20181122,0,54000,54300,51700,52500,590972
20181121,0,53600,55300,52800,53500,960363
20181120,0,53200,54700,53100,54100,682455
20181119,0,53000,54300,52500,54000,965861
20181116,0,51400,52500,51000,51800,675179
20181115,0,48950,51900,48900,51300,892881
20181114,0,51600,51800,49350,49550,677877
20181113,0,49800,50800,48200,50400,860352
20181112,0,50000,52400,49900,51300,672820
20181109,0,51100,51900,49850,50900,605155
20181108,0,49400,52300,49000,51000,1462126
20181107,0,49750,51900,46050,47850,2414040
20181106,0,49400,50400,48500,49450,841751
20181105,0,49500,49500,48250,48800,922301
20181102,0,45800,49500,45600,49400,1453516
20181101,0,46250,47500,44850,44950,1195335
20181031,0,45450,46100,44400,45750,922321
20181030,0,43000,45800,43000,45450,1719152
20181029,0,46650,47700,44150,44200,1527749
20181026,0,49500,49700,45500,46900,1842714
20181025,0,48000,50100,48000,49150,1038728
20181024,0,51700,52100,49700,49850,1051387
20181023,0,52500,53100,50900,51300,1006645
20181022,0,54100,54500,51800,52300,1314999
20181019,0,54600,55500,54000,55300,647469
20181018,0,56100,56700,54800,55100,705743
20181017,0,55800,57000,55000,55800,936273
20181016,0,55000,55400,53900,54600,835216
20181015,0,55800,57600,54000,54500,1136152
20181012,0,54000,56100,53900,55700,1299310
20181011,0,54400,56800,53600,53900,1918123
20181010,0,63100,63500,57100,57700,2570789
20181008,0,66000,66500,64000,64500,1021073
20181005,0,68000,68400,65700,66000,1233457
20181004,0,69500,69800,68200,68800,1440601
20181002,0,67400,68800,66500,67800,799669
20181001,0,67600,68700,67200,67800,743899
20180928,0,67100,67600,66100,67500,982890
20180927,0,68900,69000,66800,67400,1149101
20180921,0,65300,67500,64900,67500,1811770
20180920,0,66800,67200,64300,64800,1479184
20180919,0,67500,67800,64700,65100,2229152
20180918,0,68500,69400,66500,67000,1312349
20180917,0,69900,70000,67700,68700,1107119
20180914,0,68500,69100,67400,68600,941366
20180913,0,68700,69800,67800,68500,1085877
20180912,0,69000,69000,66300,68900,1488062
20180911,0,70300,70400,68200,68800,1922486
20180910,0,65100,68800,64700,68700,2340749
20180907,0,61500,63900,61200,63700,1495669
20180906,0,62300,63600,60500,60900,1454277
20180905,0,61800,62800,60900,61200,825259
20180904,0,60600,61400,60300,61200,448876
20180903,0,61200,61500,60300,60500,548339
20180831,0,59900,60200,59200,60000,629125
20180830,0,59700,61100,59600,60400,786620
20180829,0,60300,60500,59300,59400,946128
20180828,0,61000,61900,60000,60700,1057465
20180827,0,60500,61800,59900,60500,1898985
20180824,0,63900,64400,63100,63900,822120
20180823,0,61300,64200,60600,63500,1662468
20180822,0,61500,61600,60000,61100,800030
20180821,0,61000,62000,60700,61800,908307
20180820,0,60700,61200,60300,60600,750800
20180817,0,60200,60300,59300,60300,648076
20180816,0,61700,62000,59300,59700,1316686
20180814,0,58000,60300,57300,60000,995008
20180813,0,61800,62100,57500,57700,1891097
20180810,0,61000,61900,59900,60800,2117805
20180809,0,58800,60200,58600,58900,722746
20180808,0,58600,60000,57700,59100,963809
20180807,0,57400,58600,56900,58200,601311
20180806,0,59000,59000,57000,57100,917534
20180803,0,59200,60100,59000,59600,1131032
20180802,0,58800,60300,57600,58500,1171499
20180801,0,58800,59500,58100,58600,799795
20180731,0,59400,59800,57200,58500,1302091
20180730,0,56300,59100,56200,58800,1620963
20180727,0,56800,57600,54600,56000,1615259
20180726,0,55700,58700,55100,56400,2165597
20180725,0,54600,56200,53500,55200,2160944
20180724,0,50800,55100,50800,53900,2951316
20180723,0,51700,52200,49900,50000,1172687
20180720,0,51800,52400,51300,52000,1028983
20180719,0,52000,53100,50800,51400,1349161
20180718,0,54100,54100,51600,51700,1237558
20180717,0,54600,54800,53700,53800,558520
20180716,0,55500,55700,54400,54400,708423
20180713,0,54000,55200,53700,54700,1044399
20180712,0,54600,54900,53100,53300,1374240
20180711,0,52200,54900,51700,54300,1898801
20180710,0,52100,53100,51600,52100,1447893
20180709,0,53000,53700,50900,51100,2661263
20180706,0,53500,56000,52600,55600,1799602
20180705,0,55300,55700,52000,53100,2080903
20180704,0,55500,56800,55200,55300,1412483
20180703,0,55400,56100,53200,55600,1981701
20180702,0,57100,57500,53900,54000,2079104
20180629,0,57100,58000,55000,57500,3064322
20180628,0,56800,58000,54600,54700,2518686
20180627,0,60500,61100,56600,57100,3387257
20180626,0,62200,63900,59600,60400,2075554
20180625,0,61200,63500,60400,63000,1923824
20180622,0,60900,62300,59700,61300,1929457
20180621,0,61000,63700,60100,60800,2495763
20180620,0,59700,61400,58600,60900,2442887
20180619,0,62700,63800,59100,59300,3215191
20180618,0,63900,65000,61400,62100,2640250
20180615,0,63900,65100,62800,63800,2811604
20180614,0,66000,66700,63300,63600,5394396
20180612,0,72300,73000,68200,69600,8223322
20180611,0,68700,73000,68000,72300,4398104
20180608,0,69700,69800,66900,67200,2486526
20180607,0,70900,71700,69000,69100,2879706
20180605,0,68300,71200,66600,71200,4864801
20180604,0,72600,73200,67600,67900,4516383
20180601,0,74300,75100,69800,70100,5274043
20180531,0,75700,76800,72700,73800,5160469
20180530,0,75300,76300,73000,74600,5964156
20180529,0,78700,79400,74500,74800,10387106
20180528,0,71900,79100,71700,79100,16081258
20180525,0,59100,62700,57200,60900,9601681
20180524,0,70200,70700,66500,67500,3901274
20180523,0,68300,70400,65700,68900,5318823
20180521,0,70000,70600,68400,69900,3102421
20180518,0,70200,70600,67700,70000,4426828
20180517,0,69000,72000,67600,69000,5950303
20180516,0,70000,72500,68200,69300,9894362
20180515,0,72500,76200,71500,74000,7055871
20180514,0,66500,75200,66200,73300,13176579
20180511,0,62800,64600,61300,64400,4201997
20180510,0,65300,66700,63100,63300,5547427
20180509,0,63900,64500,60200,62400,5885144
20180508,0,62900,66600,62800,63100,5749831
20180504,0,62000,66200,60800,65900,6159941
20180503,0,63000,64000,60000,61000,5111377
20180502,0,63500,70100,62600,64300,13412244
20180430,0,54100,64400,53500,63600,12951733
20180427,0,51400,51500,49750,50400,2556752
20180426,0,49200,51700,48250,51300,2560126
20180425,0,51200,52300,49400,49950,2882458
20180424,0,51200,53100,49400,51700,3158478
20180423,0,54500,55400,49750,51100,6078831
20180420,0,49700,51500,47900,50400,3405840
20180419,0,46000,50900,45900,49650,5783159
20180418,0,41350,44400,41050,44250,2155198
20180417,0,42200,42400,40300,40550,1299177
20180416,0,42750,42900,42100,42200,348776
20180413,0,42500,43100,42100,42700,446580
20180412,0,42850,43450,42450,42450,508684
20180411,0,43150,43350,42400,42750,582290
20180410,0,44350,44400,42650,43400,586906
20180409,0,44500,45150,44050,44650,1378296
20180406,0,43000,43850,42500,43450,439767
20180405,0,42300,43200,42150,43150,484924
20180404,0,42600,43300,42100,42200,546303
20180403,0,41350,42650,41100,42550,544220
20180402,0,43700,43700,41500,41750,679599
20180330,0,43200,44000,42400,43700,646056
20180329,0,42950,43200,41650,42600,572872
20180328,0,40650,43650,40150,42700,1889448
20180327,0,40500,41250,40000,41050,523860
20180326,0,38750,40050,38050,39900,674895
20180323,0,39500,39600,38300,38500,1088300
20180322,0,41100,41700,40200,40350,654514
20180321,0,41600,41800,40950,41000,460659
20180320,0,40850,41800,40700,41800,410383
20180319,0,41100,41650,40500,40950,631255
20180316,0,40800,41050,40300,40800,454446
20180315,0,40400,40850,40000,40600,570645
20180314,0,41300,41350,39850,40300,1103444
20180313,0,43200,43500,41250,41600,1166353
