날짜 시간 시가 고가 저가 종가 거래량
20180704 1422 2268.419921875 2268.6298828125 2267.6201171875 2267.6201171875 623000
20180704 1423 2268.659912109375 2269.010009765625 2268.2099609375 2269.010009765625 957000
20180704 1424 2269.090087890625 2269.280029296875 2268.330078125 2268.989990234375 503000
20180704 1425 2269.550048828125 2269.550048828125 2268.669921875 2268.97998046875 445000
20180704 1426 2269.080078125 2269.699951171875 2268.52001953125 2268.610107421875 437000
20180704 1427 2268.5400390625 2269.02001953125 2267.830078125 2268.949951171875 389000
20180704 1428 2268.2900390625 2268.989990234375 2268.2900390625 2268.969970703125 363000
20180704 1429 2269.1298828125 2270.389892578125 2268.52001953125 2270.389892578125 536000
20180704 1430 2270.679931640625 2273.47998046875 2270.679931640625 2272.699951171875 928000
20180704 1431 2273.8701171875 2274.27001953125 2273.139892578125 2273.139892578125 680000
20180704 1432 2273.360107421875 2273.860107421875 2272.830078125 2272.830078125 516000
20180704 1433 2273.300048828125 2273.300048828125 2271.860107421875 2272.110107421875 393000
20180704 1434 2271.110107421875 2271.580078125 2270.510009765625 2270.97998046875 414000
20180704 1435 2270.760009765625 2271.5400390625 2270.2900390625 2270.2900390625 502000
20180704 1436 2270.949951171875 2271.239990234375 2270.1201171875 2270.1201171875 476000
20180704 1437 2269.889892578125 2271.219970703125 2269.889892578125 2270.949951171875 444000
20180704 1438 2270.929931640625 2271.39990234375 2270.1201171875 2270.1201171875 461000
20180704 1439 2270.02001953125 2270.02001953125 2269.429931640625 2269.429931640625 535000
20180704 1440 2269.889892578125 2269.889892578125 2268.739990234375 2268.739990234375 515000
20180704 1441 2269.949951171875 2269.949951171875 2268.7099609375 2268.8701171875 450000
20180704 1442 2268.780029296875 2269.919921875 2268.780029296875 2269.919921875 474000
20180704 1443 2269.35009765625 2269.6298828125 2269.030029296875 2269.360107421875 475000
20180704 1444 2269.659912109375 2270.199951171875 2269.449951171875 2270.199951171875 473000
20180704 1445 2269.2099609375 2269.989990234375 2268.719970703125 2269.2900390625 546000
20180704 1446 2269.590087890625 2270.10009765625 2269.590087890625 2270.10009765625 492000
20180704 1447 2270.159912109375 2270.47998046875 2269.639892578125 2270.409912109375 501000
20180704 1448 2269.2099609375 2269.909912109375 2269.030029296875 2269.030029296875 641000
20180704 1449 2269.639892578125 2269.639892578125 2268.5400390625 2268.5400390625 619000
20180704 1450 2269.27001953125 2269.360107421875 2268.110107421875 2269.030029296875 574000
20180704 1451 2269.030029296875 2269.030029296875 2268.280029296875 2268.6298828125 586000
20180704 1452 2268.830078125 2269.719970703125 2267.89990234375 2267.89990234375 1079000
