날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
19900103.0 100.0 100.0 100.0 100.0 4024000.0 0.0 0.0 0.0 0.0 0.0
19900104.0 102.0 102.0 102.0 102.0 10004000.0 0.0 0.0 0.0 0.0 0.0
19900105.0 100.37999725341795 100.37999725341795 100.37999725341795 100.37999725341795 10657000.0 0.0 0.0 0.0 0.0 0.0
19900106.0 100.0199966430664 100.0199966430664 100.0199966430664 100.0199966430664 5440000.0 0.0 0.0 0.0 0.0 0.0
19900108.0 100.51000213623048 100.51000213623048 100.51000213623048 100.51000213623048 7805000.0 0.0 0.0 0.0 0.0 0.0
19900109.0 100.54000091552734 100.54000091552734 100.54000091552734 100.54000091552734 8242000.0 0.0 0.0 0.0 0.0 0.0
19900110.0 99.7300033569336 99.7300033569336 99.7300033569336 99.7300033569336 7472000.0 0.0 0.0 0.0 0.0 0.0
19900111.0 98.7699966430664 98.7699966430664 98.7699966430664 98.7699966430664 5902000.0 0.0 0.0 0.0 0.0 0.0
19900112.0 98.77999877929688 98.77999877929688 98.77999877929688 98.77999877929688 5922000.0 0.0 0.0 0.0 0.0 0.0
19900113.0 97.6999969482422 97.6999969482422 97.6999969482422 97.6999969482422 3872000.0 0.0 0.0 0.0 0.0 0.0
19900115.0 96.48999786376952 96.48999786376952 96.48999786376952 96.48999786376952 4446000.0 0.0 0.0 0.0 0.0 0.0
19900116.0 96.56999969482422 96.56999969482422 96.56999969482422 96.56999969482422 5664000.0 0.0 0.0 0.0 0.0 0.0
19900117.0 95.58000183105469 95.58000183105469 95.58000183105469 95.58000183105469 3734000.0 0.0 0.0 0.0 0.0 0.0
19900118.0 95.62000274658205 95.62000274658205 95.62000274658205 95.62000274658205 4779000.0 0.0 0.0 0.0 0.0 0.0
19900119.0 94.81999969482422 94.81999969482422 94.81999969482422 94.81999969482422 4373000.0 0.0 0.0 0.0 0.0 0.0
19900120.0 95.41000366210938 95.41000366210938 95.41000366210938 95.41000366210938 3428000.0 0.0 0.0 0.0 0.0 0.0
19900122.0 98.3000030517578 98.3000030517578 98.3000030517578 98.3000030517578 9546000.0 0.0 0.0 0.0 0.0 0.0
19900123.0 97.51000213623048 97.51000213623048 97.51000213623048 97.51000213623048 9709000.0 0.0 0.0 0.0 0.0 0.0
19900124.0 98.9800033569336 98.9800033569336 98.9800033569336 98.9800033569336 11026000.0 0.0 0.0 0.0 0.0 0.0
19900125.0 99.12000274658205 99.12000274658205 99.12000274658205 99.12000274658205 12167000.0 0.0 0.0 0.0 0.0 0.0
19900129.0 98.13999938964844 98.13999938964844 98.13999938964844 98.13999938964844 5686000.0 0.0 0.0 0.0 0.0 0.0
19900130.0 97.05999755859376 97.05999755859376 97.05999755859376 97.05999755859376 7455000.0 0.0 0.0 0.0 0.0 0.0
19900131.0 97.83000183105469 97.83000183105469 97.83000183105469 97.83000183105469 8877000.0 0.0 0.0 0.0 0.0 0.0
19900201.0 96.66000366210938 96.66000366210938 96.66000366210938 96.66000366210938 5121000.0 0.0 0.0 0.0 0.0 0.0
19900202.0 95.69000244140624 95.69000244140624 95.69000244140624 95.69000244140624 4279000.0 0.0 0.0 0.0 0.0 0.0
19900203.0 95.38999938964844 95.38999938964844 95.38999938964844 95.38999938964844 2898000.0 0.0 0.0 0.0 0.0 0.0
19900205.0 95.62999725341795 95.62999725341795 95.62999725341795 95.62999725341795 3715000.0 0.0 0.0 0.0 0.0 0.0
19900206.0 96.7699966430664 96.7699966430664 96.7699966430664 96.7699966430664 5249000.0 0.0 0.0 0.0 0.0 0.0
19900207.0 96.04000091552734 96.04000091552734 96.04000091552734 96.04000091552734 4842000.0 0.0 0.0 0.0 0.0 0.0
19900208.0 96.25 96.25 96.25 96.25 5214000.0 0.0 0.0 0.0 0.0 0.0
19900209.0 95.83000183105469 95.83000183105469 95.83000183105469 95.83000183105469 4927000.0 0.0 0.0 0.0 0.0 0.0
19900210.0 95.16999816894531 95.16999816894531 95.16999816894531 95.16999816894531 2331000.0 0.0 0.0 0.0 0.0 0.0
19900212.0 94.4000015258789 94.4000015258789 94.4000015258789 94.4000015258789 3994000.0 0.0 0.0 0.0 0.0 0.0
19900213.0 94.3499984741211 94.3499984741211 94.3499984741211 94.3499984741211 5025000.0 0.0 0.0 0.0 0.0 0.0
19900214.0 95.0 95.0 95.0 95.0 3826000.0 0.0 0.0 0.0 0.0 0.0
19900215.0 95.37999725341795 95.37999725341795 95.37999725341795 95.37999725341795 5904000.0 0.0 0.0 0.0 0.0 0.0
19900216.0 95.12000274658205 95.12000274658205 95.12000274658205 95.12000274658205 4992000.0 0.0 0.0 0.0 0.0 0.0
19900217.0 94.47000122070312 94.47000122070312 94.47000122070312 94.47000122070312 2769000.0 0.0 0.0 0.0 0.0 0.0
19900219.0 93.63999938964844 93.63999938964844 93.63999938964844 93.63999938964844 4270000.0 0.0 0.0 0.0 0.0 0.0
19900220.0 93.41000366210938 93.41000366210938 93.41000366210938 93.41000366210938 4474000.0 0.0 0.0 0.0 0.0 0.0
19900221.0 93.08000183105469 93.08000183105469 93.08000183105469 93.08000183105469 4375000.0 0.0 0.0 0.0 0.0 0.0
19900222.0 93.08000183105469 93.08000183105469 93.08000183105469 93.08000183105469 4583000.0 0.0 0.0 0.0 0.0 0.0
19900223.0 92.73999786376952 92.73999786376952 92.73999786376952 92.73999786376952 3735000.0 0.0 0.0 0.0 0.0 0.0
19900224.0 92.13999938964844 92.13999938964844 92.13999938964844 92.13999938964844 2765000.0 0.0 0.0 0.0 0.0 0.0
19900226.0 90.87000274658205 90.87000274658205 90.87000274658205 90.87000274658205 4526000.0 0.0 0.0 0.0 0.0 0.0
19900227.0 93.87999725341795 93.87999725341795 93.87999725341795 93.87999725341795 6833000.0 0.0 0.0 0.0 0.0 0.0
19900228.0 94.05999755859376 94.05999755859376 94.05999755859376 94.05999755859376 9297000.0 0.0 0.0 0.0 0.0 0.0
19900302.0 96.52999877929688 96.52999877929688 96.52999877929688 96.52999877929688 12467000.0 0.0 0.0 0.0 0.0 0.0
19900303.0 96.31999969482422 96.31999969482422 96.31999969482422 96.31999969482422 6927000.0 0.0 0.0 0.0 0.0 0.0
19900305.0 94.5999984741211 94.5999984741211 94.5999984741211 94.5999984741211 5951000.0 0.0 0.0 0.0 0.0 0.0
19900306.0 93.8000030517578 93.8000030517578 93.8000030517578 93.8000030517578 6488000.0 0.0 0.0 0.0 0.0 0.0
19900307.0 92.69000244140624 92.69000244140624 92.69000244140624 92.69000244140624 4433000.0 0.0 0.0 0.0 0.0 0.0
19900308.0 92.7699966430664 92.7699966430664 92.7699966430664 92.7699966430664 4864000.0 0.0 0.0 0.0 0.0 0.0
19900309.0 93.33999633789062 93.33999633789062 93.33999633789062 93.33999633789062 4303000.0 0.0 0.0 0.0 0.0 0.0
19900312.0 93.0999984741211 93.0999984741211 93.0999984741211 93.0999984741211 4755000.0 0.0 0.0 0.0 0.0 0.0
19900313.0 92.0999984741211 92.0999984741211 92.0999984741211 92.0999984741211 3479000.0 0.0 0.0 0.0 0.0 0.0
19900314.0 91.77999877929688 91.77999877929688 91.77999877929688 91.77999877929688 3661000.0 0.0 0.0 0.0 0.0 0.0
19900315.0 91.48999786376952 91.48999786376952 91.48999786376952 91.48999786376952 3315000.0 0.0 0.0 0.0 0.0 0.0
19900316.0 92.29000091552734 92.29000091552734 92.29000091552734 92.29000091552734 4689000.0 0.0 0.0 0.0 0.0 0.0
19900317.0 91.45999908447266 91.45999908447266 91.45999908447266 91.45999908447266 3431000.0 0.0 0.0 0.0 0.0 0.0
19900319.0 92.02999877929688 92.02999877929688 92.02999877929688 92.02999877929688 3773000.0 0.0 0.0 0.0 0.0 0.0
